Acinar cells,Cancer clone A,Cancer clone B,Ductal - APOL high/hypoxic,Ductal - CRISP3 high/centroacinar like,Ductal - MHC Class II,Ductal - terminal ductal like,Endocrine cells,Endothelial cells,Fibroblasts,Macrophages A,Macrophages B,Mast cells,Monocytes,RBCs,T cells & NK cells,Tuft cells,mDCs A,mDCs B,pDCs
0.0,0.07936507936507936,0.06470588235294118,0.06511627906976744,0.07561436672967864,0.11498257839721254,0.04857142857142857,0.0,0.0,0.0,0.19047619047619047,0.21052631578947367,0.2857142857142857,0.0,0.0,0.075,0.0625,0.25,0.12121212121212122,0.0
0.0,0.15079365079365079,0.3352941176470588,0.12558139534883722,0.1890359168241966,0.17770034843205576,0.15714285714285714,0.6666666666666666,0.0,0.2,0.14285714285714285,0.05263157894736842,0.07142857142857142,0.0,0.0,0.05,0.09375,0.08333333333333333,0.06060606060606061,0.07692307692307693
0.07692307692307693,0.1111111111111111,0.09411764705882353,0.06511627906976744,0.030245746691871456,0.06620209059233449,0.054285714285714284,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0
0.0,0.03968253968253968,0.07058823529411765,0.037209302325581395,0.052930056710775046,0.06620209059233449,0.06857142857142857,0.3333333333333333,0.09090909090909091,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.025,0.0625,0.0,0.0,0.15384615384615385
0.0,0.0,0.0058823529411764705,0.009302325581395349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0
0.07692307692307693,0.23809523809523808,0.18235294117647058,0.13953488372093023,0.16068052930056712,0.1986062717770035,0.15142857142857144,0.0,0.09090909090909091,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.125,0.125,0.5,0.12121212121212122,0.3076923076923077
0.0,0.007936507936507936,0.01764705882352941,0.013953488372093023,0.03213610586011342,0.017421602787456445,0.03142857142857143,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.030303030303030304,0.0
0.0,0.007936507936507936,0.03529411764705882,0.06511627906976744,0.03780718336483932,0.027874564459930314,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0,0.030303030303030304,0.07692307692307693
0.07692307692307693,0.2857142857142857,0.18823529411764706,0.11162790697674418,0.11153119092627599,0.0975609756097561,0.12285714285714286,0.3333333333333333,0.0,0.0,0.09523809523809523,0.10526315789473684,0.2857142857142857,0.0,0.0,0.025,0.03125,0.16666666666666666,0.12121212121212122,0.07692307692307693
0.07692307692307693,0.023809523809523808,0.0,0.018604651162790697,0.015122873345935728,0.0,0.014285714285714285,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0
0.23076923076923078,0.3412698412698413,0.2529411764705882,0.06511627906976744,0.10586011342155009,0.1254355400696864,0.15142857142857144,0.0,0.2727272727272727,0.4,0.19047619047619047,0.21052631578947367,0.07142857142857142,0.05555555555555555,0.13333333333333333,0.175,0.09375,0.08333333333333333,0.18181818181818182,0.07692307692307693
0.0,0.1111111111111111,0.023529411764705882,0.013953488372093023,0.003780718336483932,0.006968641114982578,0.037142857142857144,0.0,0.0,0.0,0.19047619047619047,0.05263157894736842,0.07142857142857142,0.1111111111111111,0.0,0.05,0.0,0.0,0.06060606060606061,0.0
0.0,0.05555555555555555,0.029411764705882353,0.023255813953488372,0.043478260869565216,0.04878048780487805,0.025714285714285714,0.0,0.0,0.0,0.047619047619047616,0.05263157894736842,0.0,0.0,0.0,0.05,0.09375,0.0,0.0,0.0
0.15384615384615385,0.03968253968253968,0.12941176470588237,0.09767441860465116,0.00945179584120983,0.04529616724738676,0.011428571428571429,0.0,0.0,0.2,1.2380952380952381,0.10526315789473684,0.5714285714285714,0.0,0.0,0.0,0.125,0.5833333333333334,0.5454545454545454,0.15384615384615385
0.0,0.015873015873015872,0.011764705882352941,0.0,0.003780718336483932,0.017421602787456445,0.005714285714285714,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.023809523809523808,0.03529411764705882,0.0,0.001890359168241966,0.0,0.002857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1349206349206349,0.07647058823529412,0.023255813953488372,0.062381852551984876,0.03832752613240418,0.06285714285714286,0.0,0.18181818181818182,0.2,0.047619047619047616,0.0,0.0,0.0,0.0,0.075,0.0,0.08333333333333333,0.030303030303030304,0.0
0.07692307692307693,0.007936507936507936,0.0058823529411764705,0.013953488372093023,0.013232514177693762,0.006968641114982578,0.002857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.047619047619047616,0.0058823529411764705,0.13488372093023257,0.06049149338374291,0.10801393728222997,0.054285714285714284,0.3333333333333333,0.0,0.0,0.047619047619047616,0.05263157894736842,0.14285714285714285,0.0,0.0,0.025,0.15625,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.002857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.03968253968253968,0.08235294117647059,0.03255813953488372,0.015122873345935728,0.0313588850174216,0.03142857142857143,0.0,0.0,0.0,0.047619047619047616,0.0,0.14285714285714285,0.1111111111111111,0.0,0.05,0.0625,0.0,0.09090909090909091,0.3076923076923077
0.0,0.047619047619047616,0.011764705882352941,0.004651162790697674,0.017013232514177693,0.027874564459930314,0.014285714285714285,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.07692307692307693
0.0,0.007936507936507936,0.0,0.0,0.0,0.006968641114982578,0.002857142857142857,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.007936507936507936,0.0,0.23255813953488372,0.3516068052930057,0.26480836236933797,0.04857142857142857,0.3333333333333333,0.09090909090909091,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.25,0.0625,0.08333333333333333,0.0,0.0
0.07692307692307693,0.06349206349206349,0.023529411764705882,0.037209302325581395,0.03969754253308128,0.020905923344947737,0.025714285714285714,0.0,0.0,0.0,0.09523809523809523,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.07692307692307693
0.0,0.03968253968253968,0.06470588235294118,0.023255813953488372,0.043478260869565216,0.010452961672473868,0.037142857142857144,0.3333333333333333,0.0,0.0,0.0,0.05263157894736842,0.14285714285714285,0.0,0.0,0.075,0.0,0.08333333333333333,0.06060606060606061,0.0
0.0,0.03968253968253968,0.03529411764705882,0.04186046511627907,0.01890359168241966,0.041811846689895474,0.06285714285714286,0.0,0.0,0.0,0.047619047619047616,0.0,0.14285714285714285,0.0,0.0,0.025,0.03125,0.0,0.0,0.07692307692307693
0.0,0.031746031746031744,0.09411764705882353,0.037209302325581395,0.07939508506616257,0.07665505226480836,0.06285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.0,0.0,0.0
0.0,0.06349206349206349,0.1,0.03255813953488372,0.04725897920604915,0.006968641114982578,0.054285714285714284,0.0,0.0,0.2,0.14285714285714285,0.05263157894736842,0.5,0.05555555555555555,0.0,0.1,0.0,0.08333333333333333,0.030303030303030304,0.0
0.0,0.031746031746031744,0.07647058823529412,0.037209302325581395,0.06049149338374291,0.09059233449477352,0.04857142857142857,0.0,0.0,0.2,0.09523809523809523,0.05263157894736842,0.0,0.0,0.0,0.05,0.0,0.0,0.06060606060606061,0.0
0.0,0.0,0.011764705882352941,0.027906976744186046,0.013232514177693762,0.013937282229965157,0.02857142857142857,0.0,0.09090909090909091,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.09375,0.0,0.09090909090909091,0.0
0.0,0.1111111111111111,0.1,0.027906976744186046,0.017013232514177693,0.03832752613240418,0.02,0.3333333333333333,0.0,0.0,0.0,0.0,0.07142857142857142,0.05555555555555555,0.0,0.025,0.09375,0.25,0.21212121212121213,0.15384615384615385
0.0,0.0,0.023529411764705882,0.023255813953488372,0.043478260869565216,0.04878048780487805,0.04285714285714286,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0
0.0,0.0,0.0,0.004651162790697674,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.001890359168241966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.015873015873015872,0.023529411764705882,0.023255813953488372,0.015122873345935728,0.024390243902439025,0.022857142857142857,0.0,0.09090909090909091,0.0,0.09523809523809523,0.0,0.14285714285714285,0.05555555555555555,0.0,0.0,0.15625,0.08333333333333333,0.06060606060606061,0.0
0.15384615384615385,0.2619047619047619,0.22941176470588234,0.07441860465116279,0.15122873345935728,0.11846689895470383,0.1457142857142857,0.0,0.45454545454545453,0.0,0.047619047619047616,0.0,0.35714285714285715,0.0,0.0,0.05,0.0,0.08333333333333333,0.06060606060606061,0.46153846153846156
0.0,0.10317460317460317,0.1588235294117647,0.07441860465116279,0.1323251417769376,0.11498257839721254,0.10571428571428572,0.0,0.2727272727272727,0.0,0.047619047619047616,0.05263157894736842,0.0,0.0,0.0,0.075,0.09375,0.25,0.06060606060606061,0.07692307692307693
0.0,0.23809523809523808,0.09411764705882353,0.05116279069767442,0.09640831758034027,0.06968641114982578,0.09714285714285714,0.6666666666666666,0.09090909090909091,0.0,0.09523809523809523,0.05263157894736842,0.14285714285714285,0.0,0.0,0.025,0.03125,0.08333333333333333,0.0,0.0
0.0,0.05555555555555555,0.19411764705882353,0.14883720930232558,0.052930056710775046,0.07665505226480836,0.04857142857142857,0.6666666666666666,0.9090909090909091,0.0,0.8571428571428571,0.3684210526315789,0.2857142857142857,0.05555555555555555,0.0,0.15,0.0625,0.5,0.5757575757575758,0.23076923076923078
0.0,0.015873015873015872,0.0058823529411764705,0.0,0.003780718336483932,0.003484320557491289,0.002857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.30158730158730157,0.5176470588235295,0.2558139534883721,0.34782608695652173,0.27526132404181186,0.3171428571428571,0.3333333333333333,0.0,0.0,0.8095238095238095,0.42105263157894735,0.0,0.16666666666666666,0.13333333333333333,0.05,0.34375,0.3333333333333333,0.5454545454545454,0.07692307692307693
0.0,0.0,0.0,0.0,0.0,0.0,0.002857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07692307692307693,0.05555555555555555,0.047058823529411764,0.06511627906976744,0.11720226843100189,0.12195121951219512,0.08571428571428572,0.0,0.36363636363636365,0.0,0.09523809523809523,0.05263157894736842,0.0,0.05555555555555555,0.0,0.075,0.0,0.0,0.030303030303030304,0.0
0.0,0.031746031746031744,0.011764705882352941,0.013953488372093023,0.03780718336483932,0.027874564459930314,0.03142857142857143,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.1,0.0625,0.16666666666666666,0.030303030303030304,0.07692307692307693
0.15384615384615385,0.2222222222222222,0.1,0.17209302325581396,0.24763705103969755,0.23693379790940766,0.26571428571428574,0.6666666666666666,0.0,0.0,0.23809523809523808,0.05263157894736842,0.5,0.05555555555555555,0.0,0.2,0.0625,0.25,0.09090909090909091,0.0
0.0,0.0873015873015873,0.1,0.03255813953488372,0.06994328922495274,0.07317073170731707,0.09428571428571429,0.0,0.0,0.0,0.047619047619047616,0.0,0.21428571428571427,0.05555555555555555,0.0,0.125,0.15625,0.16666666666666666,0.18181818181818182,0.46153846153846156
0.07692307692307693,0.15873015873015872,0.058823529411764705,0.06046511627906977,0.12287334593572778,0.07665505226480836,0.11428571428571428,0.0,0.36363636363636365,0.2,0.09523809523809523,0.10526315789473684,0.0,0.1111111111111111,0.0,0.225,0.0625,0.25,0.0,0.15384615384615385
0.0,0.06349206349206349,0.01764705882352941,0.07441860465116279,0.0888468809073724,0.08013937282229965,0.06571428571428571,0.0,0.18181818181818182,0.0,0.047619047619047616,0.05263157894736842,0.8571428571428571,0.05555555555555555,0.0,0.05,0.0625,0.16666666666666666,0.030303030303030304,0.3076923076923077
0.0,0.8809523809523809,1.0588235294117647,0.4046511627906977,0.2514177693761815,0.30313588850174217,0.4714285714285714,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0625,0.0,0.0,0.0
0.15384615384615385,0.05555555555555555,0.041176470588235294,0.09767441860465116,0.0945179584120983,0.08013937282229965,0.08,0.3333333333333333,0.0,0.0,0.047619047619047616,0.05263157894736842,0.0,0.0,0.0,0.125,0.0625,0.16666666666666666,0.09090909090909091,0.0
0.0,0.06349206349206349,0.029411764705882353,0.06046511627906977,0.09262759924385633,0.0975609756097561,0.09428571428571429,0.3333333333333333,0.09090909090909091,0.0,0.14285714285714285,0.10526315789473684,0.0,0.1111111111111111,0.0,0.025,0.03125,0.0,0.06060606060606061,0.0
0.0,0.023809523809523808,0.07058823529411765,0.04186046511627907,0.03780718336483932,0.041811846689895474,0.04285714285714286,0.0,0.0,0.2,0.047619047619047616,0.10526315789473684,0.0,0.0,0.0,0.0,0.0625,0.08333333333333333,0.12121212121212122,0.07692307692307693
0.0,0.0,0.0,0.0,0.001890359168241966,0.0,0.0,0.0,1.1818181818181819,0.0,0.2857142857142857,0.21052631578947367,0.0,0.05555555555555555,0.0,0.375,0.0,0.75,0.5454545454545454,0.38461538461538464
0.0,0.015873015873015872,0.0058823529411764705,0.3302325581395349,0.13988657844990549,0.14982578397212543,0.15142857142857144,0.0,0.0,0.2,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.34375,0.0,0.0,0.0
0.07692307692307693,0.1349206349206349,0.10588235294117647,0.18604651162790697,0.15689981096408318,0.16376306620209058,0.19428571428571428,0.0,0.18181818181818182,1.2,0.047619047619047616,0.05263157894736842,0.21428571428571427,0.0,0.0,0.3,0.28125,0.25,0.24242424242424243,0.07692307692307693
0.0,0.07142857142857142,0.23529411764705882,0.05581395348837209,0.06805293005671077,0.0975609756097561,0.05142857142857143,0.3333333333333333,0.5454545454545454,0.2,0.47619047619047616,0.47368421052631576,0.14285714285714285,0.1111111111111111,0.0,0.0,0.03125,0.5,0.09090909090909091,0.0
0.0,0.0,0.09411764705882353,0.046511627906976744,0.01890359168241966,0.003484320557491289,0.022857142857142857,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.31746031746031744,0.25882352941176473,0.13023255813953488,0.12098298676748583,0.1672473867595819,0.13714285714285715,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0
0.07692307692307693,0.11904761904761904,0.21176470588235294,0.023255813953488372,0.03780718336483932,0.08710801393728224,0.09142857142857143,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.18253968253968253,0.058823529411764705,0.13488372093023257,0.0945179584120983,0.11149825783972125,0.18,0.0,0.18181818181818182,0.0,0.23809523809523808,0.15789473684210525,1.0714285714285714,0.05555555555555555,0.0,0.3,0.0625,0.4166666666666667,0.18181818181818182,0.15384615384615385
0.07692307692307693,0.031746031746031744,0.01764705882352941,0.037209302325581395,0.034026465028355386,0.024390243902439025,0.005714285714285714,0.0,0.0,0.2,0.047619047619047616,0.0,0.07142857142857142,0.0,0.0,0.0,0.09375,0.08333333333333333,0.09090909090909091,0.0
0.0,0.16666666666666666,0.18235294117647058,0.09302325581395349,0.09829867674858223,0.11498257839721254,0.10857142857142857,0.0,0.45454545454545453,0.0,0.047619047619047616,0.0,0.07142857142857142,0.05555555555555555,0.0,0.225,0.1875,0.0,0.09090909090909091,0.0
0.0,0.2619047619047619,0.18235294117647058,0.12093023255813953,0.02835538752362949,0.041811846689895474,0.05142857142857143,0.0,0.0,0.0,0.047619047619047616,0.05263157894736842,0.0,0.5555555555555556,0.0,0.05,0.0625,0.0,0.15151515151515152,0.0
0.0,0.12698412698412698,0.11764705882352941,0.14883720930232558,0.00945179584120983,0.05574912891986063,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.15384615384615385
0.0,0.0,0.0,0.004651162790697674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0058823529411764705,0.0,0.0,0.0,0.002857142857142857,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.03968253968253968,0.09411764705882353,0.037209302325581395,0.04158790170132325,0.03832752613240418,0.03428571428571429,0.0,0.0,0.0,0.09523809523809523,0.0,0.14285714285714285,0.0,0.06666666666666667,0.05,0.03125,0.0,0.030303030303030304,0.0
0.0,0.1111111111111111,0.058823529411764705,0.05581395348837209,0.06427221172022685,0.0313588850174216,0.07142857142857142,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.05555555555555555,0.0,0.0,0.03125,0.08333333333333333,0.09090909090909091,0.15384615384615385
0.0,0.0,0.0,0.004651162790697674,0.00945179584120983,0.0,0.005714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.007936507936507936,0.0,0.0,0.017013232514177693,0.010452961672473868,0.011428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1111111111111111,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.05555555555555555,0.052941176470588235,0.027906976744186046,0.020793950850661626,0.010452961672473868,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.06666666666666667,0.0,0.0625,0.0,0.0,0.0
0.0,0.09523809523809523,0.22941176470588234,0.037209302325581395,0.011342155009451797,0.041811846689895474,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.125,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.003780718336483932,0.0,0.002857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.018604651162790697,0.030245746691871456,0.013937282229965157,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.009302325581395349,0.001890359168241966,0.0,0.002857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.001890359168241966,0.0,0.002857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.009302325581395349,0.007561436672967864,0.010452961672473868,0.005714285714285714,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0
0.0,0.0,0.0,0.018604651162790697,0.001890359168241966,0.010452961672473868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15384615384615385,0.1111111111111111,0.052941176470588235,0.11162790697674418,0.08506616257088846,0.06968641114982578,0.08571428571428572,0.0,0.0,0.0,0.047619047619047616,0.0,0.42857142857142855,0.05555555555555555,0.0,0.1,0.09375,0.16666666666666666,0.06060606060606061,0.0
0.0,0.007936507936507936,0.011764705882352941,0.0,0.001890359168241966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.025,0.03125,0.0,0.0,0.0
0.0,0.06349206349206349,0.029411764705882353,0.03255813953488372,0.017013232514177693,0.020905923344947737,0.04,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0
0.0,0.007936507936507936,0.0058823529411764705,0.004651162790697674,0.0,0.017421602787456445,0.005714285714285714,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.015873015873015872,0.011764705882352941,0.0,0.0,0.0,0.002857142857142857,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0
0.0,0.0,0.0058823529411764705,0.009302325581395349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.006968641114982578,0.002857142857142857,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07692307692307693,0.015873015873015872,0.023529411764705882,0.013953488372093023,0.007561436672967864,0.010452961672473868,0.011428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.07692307692307693
0.0,0.0,0.0,0.004651162790697674,0.015122873345935728,0.0,0.008571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.007936507936507936,0.011764705882352941,0.018604651162790697,0.005671077504725898,0.020905923344947737,0.011428571428571429,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.025,0.03125,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.003484320557491289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.007936507936507936,0.01764705882352941,0.004651162790697674,0.003780718336483932,0.003484320557491289,0.011428571428571429,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0
