0,0.99082,0,0.0025858,0.0065909
0,0.97369,0.0060351,0.010887,0.0093862
0,0.0078658,0.0046563,0.010292,0.97719
0,0.0028333,0.9825,0.0061123,0.0085583
0,0.0058497,0.0033491,0.98508,0.0057168
0,0.99316,0,0.0021834,0.004654
0,0.0072517,0.0025836,0.0097212,0.98044
0.022344,0.96794,0.0031744,0.0036436,0.0028954
0,0.99592,0,0.0012429,0.0028383
0.042227,0.0048456,0.0023667,0.0066477,0.94391
0,0.0096075,0.97019,0.010744,0.0094593
0.21091,0.19954,0.17884,0.20409,0.20662
0,0.99043,0,0.0032156,0.0063533
0,0.0010908,0.0011352,0.001427,0.99635
0.016451,0.24945,0.21949,0.25563,0.25898
0,0.9622,0.010007,0.014452,0.013337
0,0.022156,0.93247,0.023144,0.022229
0,0.96264,0.0070589,0.016914,0.013387
0.095377,0.90462,0,0,0
0,0.0020982,0.0018393,0.0019562,0.99411
0.00064978,0.94609,0.014177,0.020333,0.01875
0.0091214,0.01329,0.94667,0.016833,0.014084
0,0.99116,0,0.005939,0.0029046
0,0.00032668,0.00020558,0.99817,0.0013015
0,0.99027,0.0016715,0.0010353,0.0070221
0,0.95092,0.013833,0.018368,0.016883
0,0.25522,0.21379,0.26411,0.26688
0,0.0053189,0.0022131,0.98716,0.0053121
0,0.0060597,0.95708,0.016292,0.020572
0.043549,0.00040428,0.94808,0.00031151,0.0076575
0,0.00086836,0.00027417,0.00066288,0.99819
0,0.0044129,0.0044539,0.0043299,0.9868
0,0.99101,0,0.0024158,0.0065779
0.041672,0.95833,0,0,0
0,0.99334,0,0.0018114,0.0048475
0.045423,0,0,0.95458,0
0,0.9921,0,0.0017493,0.0061539
0,0.25448,0.21656,0.26251,0.26645
0,0.0057336,0.0020821,0.0081994,0.98398
0.042069,0,0,0,0.95793
0.044792,0.0068148,0.0057804,0.0082608,0.93435
0.025534,0,0,0.97447,0
0.099236,0.00038442,0.00023331,0.0031076,0.89704
0.023308,0.97669,0,0,0
0,0.0044987,0,0.0064157,0.98909
0,0.00080689,0,0.00092673,0.99827
0,0.0002962,0.0001918,0.99828,0.0012285
0,0.98755,0.0027931,0.0053289,0.0043263
0,0.0004421,0,0.0011427,0.99842
0,0.96119,0.0078488,0.017302,0.013659
0,0,0,0.99875,0.0012547
0,0.0087247,0.94994,0.019221,0.022115
0,0.99198,0,0.0023659,0.0056566
0,0.0061374,0.0026335,0.0096389,0.98159
0,0.97962,0.0028319,0.0099149,0.0076285
0,7.8365e-05,0,0.99879,0.0011294
0,0.004588,0.96665,0.013182,0.015581
0.029817,0,0,0.97018,0
0.011183,0.98791,0.00036535,0,0.00053912
