"","x"
"4139","0"
"4140","0"
"4141","3"
"4142","1"
"4143","1"
"4144","0"
"4145","0"
"4146","0"
"4147","0"
"4148","0"
"4149","3"
"4150","0"
"4151","1"
"4152","4"
"4153","0"
"4154","1"
"4155","0"
"4156","0"
"4157","2"
"4158","4"
"4159","0"
"4160","3"
"4161","0"
"4162","1"
"4163","0"
"4164","0"
"4165","0"
"4166","3"
"4167","4"
"4168","2"
"4169","0"
"4170","0"
"4171","0"
"4172","2"
"4173","3"
"4174","3"
"4175","4"
"4176","1"
"4177","0"
"4178","0"
"4179","3"
"4180","1"
"4181","0"
"4182","0"
"4183","0"
"4184","3"
"4185","2"
"4186","0"
"4187","0"
"4188","2"
"4189","1"
"4190","1"
"4191","0"
"4192","3"
"4193","1"
"4194","2"
"4195","0"
"4196","3"
"4197","0"
"4198","1"
"4199","0"
"4200","0"
"4201","2"
"4202","3"
"4203","0"
"4204","4"
"4205","0"
"4206","0"
"4207","2"
"4208","0"
"4209","0"
"4210","4"
"4211","3"
"4212","1"
"4213","3"
"4214","2"
"4215","2"
"4216","0"
"4217","4"
"4218","3"
"4219","0"
"4220","0"
"4221","0"
"4222","0"
"4223","1"
"4224","0"
"4225","0"
"4226","1"
"4227","3"
"4228","2"
"4229","0"
"4230","0"
"4231","1"
"4232","2"
"4233","0"
"4234","0"
"4235","0"
"4236","4"
"4237","0"
"4238","1"
"4239","0"
"4240","3"
"4241","1"
"4242","3"
"4243","4"
"4244","4"
"4245","1"
"4246","1"
"4247","0"
"4248","0"
"4249","0"
"4250","1"
"4251","1"
"4252","0"
"4253","3"
"4254","4"
"4255","4"
"4256","0"
"4257","1"
"4258","0"
"4259","0"
"4260","0"
"4261","0"
"4262","0"
"4263","0"
"4264","0"
"4265","3"
"4266","1"
"4267","2"
"4268","0"
"4269","1"
"4270","2"
"4271","0"
"4272","0"
"4273","0"
"4274","2"
"4275","0"
"4276","1"
"4277","1"
"4278","0"
"4279","1"
"4280","0"
"4281","0"
"4282","1"
"4283","4"
"4284","4"
"4285","0"
"4286","0"
"4287","0"
"4288","0"
"4289","0"
"4290","0"
"4291","0"
"4292","4"
"4293","0"
"4294","2"
"4295","1"
"4296","1"
"4297","0"
"4298","0"
"4299","1"
"4300","1"
"4301","2"
"4302","1"
"4303","1"
"4304","2"
"4305","0"
"4306","0"
"4307","0"
"4308","0"
"4309","1"
"4310","0"
"4311","1"
"4312","2"
"4313","0"
"4314","2"
"4315","4"
"4316","2"
"4317","0"
"4318","1"
"4319","0"
"4320","0"
"4321","2"
"4322","0"
"4323","0"
"4324","0"
"4325","1"
"4326","0"
"4327","0"
"4328","0"
"4329","0"
"4330","0"
"4331","0"
"4332","3"
"4333","0"
"4334","0"
"4335","1"
"4336","0"
"4337","4"
"4338","0"
"4339","0"
"4340","0"
"4341","3"
"4342","0"
"4343","2"
"4344","0"
"4345","0"
"4346","0"
"4347","4"
"4348","0"
"4349","4"
"4350","0"
"4351","2"
"4352","0"
"4353","0"
"4354","4"
"4355","0"
"4356","0"
"4357","0"
"4358","4"
"4359","0"
"4360","0"
"4361","0"
"4362","0"
"4363","0"
"4364","4"
"4365","0"
"4366","1"
"4367","0"
"4368","0"
"4369","0"
"4370","4"
"4371","0"
"4372","0"
"4373","0"
"4374","0"
"4375","0"
"4376","0"
"4377","0"
"4378","0"
"4379","4"
"4380","1"
"4381","1"
"4382","4"
"4383","0"
"4384","1"
"4385","1"
"4386","1"
"4387","0"
"4388","0"
"4389","0"
"4390","1"
"4391","1"
"4392","1"
"4393","0"
"4394","0"
"4395","0"
"4396","3"
"4397","1"
"4398","1"
"4399","1"
"4400","3"
"4401","1"
"4402","0"
"4403","0"
"4404","0"
"4405","0"
"4406","0"
"4407","0"
"4408","0"
"4409","1"
"4410","0"
"4411","4"
"4412","0"
"4413","3"
"4414","0"
"4415","0"
"4416","0"
"4417","4"
"4418","0"
"4419","0"
"4420","0"
"4421","2"
"4422","0"
"4423","0"
"4424","0"
"4425","0"
"4426","4"
"4427","0"
"4428","1"
"4429","1"
"4430","0"
"4431","0"
"4432","0"
"4433","1"
"4434","1"
"4435","4"
"4436","0"
"4437","0"
"4438","0"
"4439","3"
"4440","2"
"4441","2"
"4442","0"
"4443","0"
"4444","0"
"4445","0"
"4446","0"
"4447","3"
"4448","1"
"4449","3"
"4450","0"
"4451","1"
"4452","0"
"4453","0"
"4454","0"
"4455","0"
"4456","4"
"4457","0"
"4458","3"
"4459","0"
"4460","0"
"4461","1"
"4462","2"
"4463","2"
"4464","2"
"4465","0"
"4466","2"
"4467","1"
"4468","0"
"4469","0"
"4470","1"
"4471","0"
"4472","0"
"4473","0"
"4474","0"
"4475","2"
"4476","0"
"4477","0"
"4478","0"
"4479","2"
"4480","4"
"4481","1"
"4482","0"
"4483","2"
"4484","0"
"4485","0"
"4486","4"
"4487","0"
"4488","3"
"4489","0"
"4490","1"
"4491","4"
"4492","0"
"4493","0"
"4494","0"
"4495","0"
"4496","0"
"4497","1"
"4498","0"
"4499","0"
"4500","4"
"4501","4"
"4502","4"
"4503","0"
"4504","0"
"4505","0"
"4506","1"
"4507","0"
"4508","0"
"4509","0"
"4510","0"
"4511","1"
"4512","0"
"4513","1"
"4514","1"
"4515","0"
"4516","0"
"4517","0"
"4518","0"
"4519","2"
"4520","0"
"4521","0"
"4522","0"
"4523","0"
"4524","0"
"4525","0"
"4526","0"
"4527","0"
"4528","2"
"4529","0"
"4530","0"
"4531","0"
"4532","2"
"4533","0"
"4534","0"
"4535","1"
"4536","0"
"4537","0"
"4538","1"
"4539","1"
"4540","0"
"4541","0"
"4542","1"
"4543","0"
"4544","0"
"4545","3"
"4546","0"
"4547","1"
"4548","0"
"4549","0"
"4550","0"
"4551","0"
"4552","0"
"4553","3"
"4554","3"
"4555","2"
"4556","0"
"4557","2"
"4558","0"
"4559","0"
"4560","0"
"4561","1"
"4562","0"
"4563","0"
"4564","2"
"4565","2"
"4566","0"
"4567","1"
"4568","0"
"4569","0"
"4570","0"
"4571","0"
"4572","0"
"4573","0"
"4574","0"
"4575","0"
"4576","3"
"4577","0"
"4578","3"
"4579","0"
"4580","2"
"4581","0"
"4582","2"
"4583","0"
"4584","0"
"4585","4"
"4586","0"
"4587","0"
"4588","0"
"4589","0"
"4590","0"
"4591","0"
"4592","0"
"4593","0"
"4594","4"
"4595","1"
"4596","1"
"4597","0"
"4598","0"
"4599","0"
"4600","4"
"4601","0"
"4602","0"
"4603","4"
"4604","0"
"4605","0"
"4606","4"
"4607","1"
"4608","0"
"4609","0"
"4610","2"
"4611","0"
"4612","1"
"4613","1"
"4614","0"
"4615","0"
"4616","0"
"4617","0"
"4618","0"
"4619","0"
"4620","0"
"4621","2"
"4622","0"
"4623","0"
"4624","0"
"4625","3"
"4626","4"
"4627","0"
"4628","0"
"4629","1"
"4630","3"
"4631","3"
"4632","1"
"4633","1"
"4634","0"
"4635","2"
"4636","0"
"4637","2"
"4638","0"
"4639","0"
"4640","0"
"4641","0"
"4642","1"
"4643","1"
"4644","0"
"4645","1"
"4646","2"
"4647","4"
"4648","0"
"4649","3"
"4650","4"
"4651","0"
"4652","0"
"4653","0"
"4654","1"
"4655","0"
"4656","0"
"4657","0"
"4658","0"
"4659","4"
"4660","1"
"4661","0"
"4662","0"
"4663","0"
"4664","0"
"4665","4"
"4666","1"
"4667","2"
"4668","0"
"4669","0"
"4670","0"
"4671","3"
"4672","4"
"4673","0"
"4674","1"
"4675","0"
"4676","2"
"4677","3"
"4678","0"
"4679","3"
"4680","0"
"4681","0"
"4682","2"
"4683","0"
"4684","0"
"4685","1"
"4686","0"
"4687","0"
"4688","0"
"4689","2"
"4690","1"
"4691","4"
"4692","0"
"4693","4"
"4694","0"
"4695","0"
"4696","4"
"4697","1"
"4698","1"
"4699","1"
"4700","0"
"4701","0"
"4702","1"
"4703","0"
"4704","3"
"4705","2"
"4706","0"
"4707","0"
"4708","0"
"4709","0"
"4710","1"
"4711","0"
"4712","1"
"4713","0"
"4714","0"
"4715","1"
"4716","0"
"4717","0"
"4718","1"
"4719","0"
"4720","3"
"4721","0"
"4722","0"
"4723","0"
"4724","0"
"4725","0"
"4726","0"
"4727","1"
"4728","2"
"4729","1"
"4730","0"
"4731","3"
"4732","4"
"4733","0"
"4734","0"
"4735","0"
"4736","1"
"4737","0"
"4738","1"
"4739","0"
"4740","0"
"4741","1"
"4742","0"
"4743","0"
"4744","0"
"4745","0"
"4746","4"
"4747","0"
"4748","0"
"4749","0"
"4750","2"
"4751","2"
"4752","2"
"4753","2"
"4754","0"
"4755","1"
"4756","1"
"4757","4"
"4758","0"
"4759","2"
"4760","0"
"4761","0"
"4762","4"
"4763","1"
"4764","0"
"4765","0"
"4766","4"
"4767","2"
"4768","0"
"4769","0"
"4770","3"
"4771","0"
"4772","0"
"4773","0"
"4774","1"
"4775","3"
"4776","0"
"4777","0"
"4778","2"
"4779","4"
"4780","0"
"4781","0"
"4782","0"
"4783","0"
"4784","1"
"4785","1"
"4786","0"
"4787","0"
"4788","4"
"4789","2"
"4790","0"
"4791","1"
"4792","0"
"4793","0"
"4794","0"
"4795","2"
"4796","0"
"4797","0"
"4798","1"
"4799","0"
"4800","0"
"4801","0"
"4802","4"
"4803","3"
"4804","2"
"4805","0"
"4806","0"
"4807","1"
"4808","3"
"4809","1"
"4810","4"
"4811","0"
"4812","4"
"4813","0"
"4814","3"
"4815","0"
"4816","3"
"4817","0"
"4818","0"
"4819","0"
"4820","2"
"4821","0"
"4822","3"
"4823","0"
"4824","1"
"4825","2"
"4826","1"
"4827","0"
"4828","4"
"4829","4"
"4830","3"
"4831","4"
"4832","0"
"4833","1"
"4834","3"
"4835","0"
"4836","0"
"4837","0"
"4838","4"
"4839","1"
"4840","3"
"4841","0"
"4842","1"
"4843","3"
"4844","0"
"4845","0"
"4846","0"
"4847","1"
"4848","0"
"4849","0"
"4850","0"
"4851","0"
"4852","0"
"4853","3"
"4854","3"
"4855","0"
"4856","0"
"4857","3"
"4858","4"
"4859","3"
"4860","1"
"4861","0"
"4862","0"
"4863","4"
"4864","1"
"4865","1"
"4866","2"
"4867","0"
"4868","0"
"4869","0"
"4870","0"
"4871","0"
"4872","1"
"4873","0"
"4874","1"
"4875","4"
"4876","4"
"4877","0"
"4878","0"
"4879","0"
"4880","2"
"4881","0"
"4882","0"
"4883","1"
"4884","0"
"4885","0"
"4886","0"
"4887","0"
"4888","1"
"4889","0"
"4890","1"
"4891","2"
"4892","4"
"4893","2"
"4894","0"
"4895","2"
"4896","0"
"4897","1"
"4898","1"
"4899","0"
"4900","0"
"4901","0"
"4902","0"
"4903","4"
"4904","0"
"4905","1"
"4906","3"
"4907","4"
"4908","0"
"4909","3"
"4910","4"
"4911","0"
"4912","0"
"4913","2"
"4914","2"
"4915","2"
"4916","3"
"4917","3"
"4918","4"
"4919","3"
"4920","1"
"4921","0"
"4922","0"
"4923","0"
"4924","0"
"4925","0"
"4926","3"
"4927","0"
"4928","2"
"4929","4"
"4930","4"
"4931","3"
"4932","0"
"4933","0"
"4934","3"
"4935","3"
"4936","1"
"4937","0"
"4938","3"
"4939","0"
"4940","1"
"4941","0"
"4942","0"
"4943","0"
"4944","1"
"4945","1"
"4946","0"
"4947","0"
"4948","0"
"4949","1"
"4950","0"
"4951","0"
"4952","0"
"4953","0"
"4954","0"
"4955","4"
"4956","2"
"4957","0"
"4958","0"
"4959","4"
"4960","4"
"4961","0"
"4962","0"
"4963","0"
"4964","0"
"4965","4"
"4966","1"
"4967","0"
"4968","1"
"4969","0"
"4970","2"
"4971","2"
"4972","0"
"4973","0"
"4974","0"
"4975","1"
"4976","0"
"4977","0"
"4978","4"
"4979","1"
"4980","0"
"4981","0"
"4982","4"
"4983","2"
"4984","2"
"4985","0"
"4986","0"
"4987","0"
"4988","0"
"4989","0"
"4990","4"
"4991","4"
"4992","2"
"4993","3"
"4994","1"
"4995","4"
"4996","4"
"4997","1"
"4998","2"
"4999","3"
"5000","0"
"5001","0"
"5002","1"
"5003","0"
"5004","0"
"5005","0"
"5006","0"
"5007","2"
"5008","0"
"5009","4"
"5010","0"
"5011","0"
"5012","0"
"5013","0"
"5014","0"
"5015","0"
"5016","1"
"5017","3"
"5018","4"
"5019","0"
"5020","0"
"5021","0"
"5022","2"
"5023","0"
"5024","0"
"5025","0"
"5026","0"
"5027","0"
"5028","0"
"5029","0"
"5030","0"
"5031","0"
"5032","1"
"5033","4"
"5034","0"
"5035","3"
"5036","0"
"5037","0"
"5038","1"
"5039","3"
"5040","4"
"5041","0"
"5042","0"
"5043","0"
"5044","3"
"5045","0"
"5046","0"
"5047","0"
"5048","4"
"5049","0"
"5050","0"
"5051","0"
"5052","0"
"5053","0"
"5054","3"
"5055","0"
"5056","0"
"5057","1"
"5058","2"
"5059","0"
"5060","0"
"5061","0"
"5062","1"
"5063","2"
"5064","0"
"5065","4"
"5066","0"
"5067","0"
"5068","0"
"5069","1"
"5070","0"
"5071","0"
"5072","1"
"5073","4"
"5074","0"
"5075","0"
"5076","3"
"5077","2"
"5078","1"
"5079","1"
"5080","0"
"5081","3"
"5082","0"
"5083","0"
"5084","0"
"5085","0"
"5086","4"
"5087","0"
"5088","0"
"5089","0"
"5090","0"
"5091","1"
"5092","2"
"5093","0"
"5094","0"
"5095","3"
"5096","0"
"5097","0"
"5098","0"
"5099","1"
"5100","0"
"5101","1"
"5102","0"
"5103","0"
"5104","1"
"5105","1"
"5106","1"
"5107","2"
"5108","0"
"5109","1"
"5110","0"
"5111","4"
"5112","0"
"5113","3"
"5114","2"
"5115","0"
"5116","0"
"5117","4"
"5118","0"
"5119","0"
"5120","0"
"5121","0"
"5122","0"
"5123","0"
"5124","0"
"5125","0"
"5126","4"
"5127","3"
"5128","0"
"5129","1"
"5130","1"
"5131","0"
"5132","0"
"5133","1"
"5134","0"
"5135","4"
"5136","0"
"5137","1"
"5138","0"
"5139","0"
"5140","0"
"5141","0"
"5142","0"
"5143","3"
"5144","0"
"5145","0"
"5146","0"
"5147","4"
"5148","0"
"5149","4"
"5150","0"
"5151","2"
"5152","0"
"5153","1"
"5154","0"
"5155","0"
"5156","4"
"5157","1"
"5158","0"
"5159","0"
"5160","0"
"5161","1"
"5162","1"
"5163","0"
"5164","0"
"5165","1"
"5166","0"
"5167","1"
"5168","4"
"5169","0"
"5170","0"
"5171","0"
"5172","0"
"5173","0"
"5174","0"
"5175","1"
"5176","0"
"5177","0"
"5178","2"
"5179","0"
"5180","1"
"5181","0"
"5182","1"
"5183","1"
"5184","0"
"5185","0"
"5186","3"
"5187","0"
"5188","0"
"5189","4"
"5190","0"
"5191","0"
"5192","0"
"5193","1"
"5194","1"
"5195","0"
"5196","1"
"5197","0"
"5198","0"
"5199","0"
"5200","0"
"5201","0"
"5202","1"
"5203","0"
"5204","0"
"5205","2"
"5206","3"
"5207","1"
"5208","0"
"5209","0"
"5210","0"
"5211","0"
"5212","4"
"5213","0"
"5214","1"
"5215","1"
"5216","1"
"5217","2"
"5218","4"
"5219","0"
"5220","0"
"5221","2"
"5222","0"
"5223","0"
"5224","0"
"5225","0"
"5226","2"
"5227","0"
"5228","0"
"5229","2"
"5230","0"
"5231","4"
"5232","1"
"5233","0"
"5234","0"
"5235","1"
"5236","0"
"5237","1"
"5238","2"
"5239","1"
"5240","4"
"5241","1"
"5242","0"
"5243","1"
"5244","0"
"5245","1"
"5246","0"
"5247","0"
"5248","0"
"5249","0"
"5250","0"
"5251","0"
"5252","0"
"5253","0"
"5254","1"
"5255","0"
"5256","0"
"5257","0"
"5258","0"
"5259","0"
"5260","4"
"5261","0"
"5262","0"
"5263","1"
"5264","4"
"5265","0"
"5266","0"
"5267","2"
"5268","0"
"5269","0"
"5270","0"
"5271","1"
"5272","0"
"5273","1"
"5274","0"
"5275","0"
"5276","0"
"5277","0"
"5278","1"
"5279","0"
"5280","2"
"5281","0"
"5282","4"
"5283","0"
"5284","0"
"5285","0"
"5286","3"
"5287","4"
"5288","0"
"5289","1"
"5290","2"
"5291","2"
"5292","0"
"5293","0"
"5294","0"
"5295","4"
"5296","0"
"5297","3"
"5298","2"
"5299","2"
"5300","0"
"5301","0"
"5302","1"
"5303","0"
"5304","1"
"5305","4"
"5306","3"
"5307","0"
"5308","1"
"5309","0"
"5310","3"
"5311","0"
"5312","0"
"5313","0"
"5314","0"
"5315","4"
"5316","0"
"5317","4"
"5318","0"
"5319","3"
"5320","0"
"5321","0"
"5322","3"
"5323","3"
"5324","0"
"5325","0"
"5326","0"
"5327","1"
"5328","3"
"5329","0"
"5330","0"
"5331","0"
"5332","1"
"5333","0"
"5334","0"
"5335","1"
"5336","0"
"5337","0"
"5338","0"
"5339","4"
"5340","0"
"5341","0"
"5342","0"
"5343","3"
"5344","2"
"5345","0"
"5346","3"
"5347","3"
"5348","0"
"5349","0"
"5350","0"
"5351","0"
"5352","0"
"5353","0"
"5354","0"
"5355","0"
"5356","0"
"5357","4"
"5358","0"
"5359","1"
"5360","0"
"5361","0"
"5362","0"
"5363","2"
"5364","0"
"5365","0"
"5366","2"
"5367","0"
"5368","2"
"5369","4"
"5370","0"
"5371","1"
"5372","0"
"5373","0"
"5374","0"
"5375","1"
"5376","0"
"5377","0"
"5378","1"
"5379","1"
"5380","0"
"5381","0"
"5382","4"
"5383","2"
"5384","0"
"5385","4"
"5386","0"
"5387","0"
"5388","0"
"5389","3"
"5390","0"
"5391","0"
"5392","0"
"5393","4"
"5394","0"
"5395","0"
"5396","3"
"5397","4"
"5398","3"
"5399","0"
"5400","0"
"5401","0"
"5402","0"
"5403","2"
"5404","1"
"5405","4"
"5406","0"
"5407","0"
"5408","0"
"5409","0"
"5410","0"
"5411","0"
"5412","0"
"5413","1"
"5414","4"
"5415","0"
"5416","1"
"5417","0"
"5418","0"
"5419","0"
"5420","0"
"5421","3"
"5422","0"
"5423","1"
"5424","1"
"5425","3"
"5426","0"
"5427","1"
"5428","0"
"5429","3"
"5430","0"
"5431","0"
"5432","4"
"5433","3"
"5434","4"
"5435","0"
"5436","0"
"5437","2"
"5438","0"
"5439","0"
"5440","1"
"5441","0"
"5442","0"
"5443","2"
"5444","0"
"5445","0"
"5446","1"
"5447","0"
"5448","1"
"5449","0"
"5450","1"
"5451","0"
"5452","0"
"5453","0"
"5454","0"
"5455","0"
"5456","0"
"5457","2"
"5458","0"
"5459","4"
"5460","0"
"5461","1"
"5462","0"
"5463","0"
"5464","2"
"5465","0"
"5466","0"
"5467","1"
"5468","0"
"5469","0"
"5470","4"
"5471","1"
"5472","0"
"5473","3"
"5474","3"
"5475","0"
"5476","4"
"5477","3"
"5478","1"
"5479","0"
"5480","0"
"5481","0"
"5482","0"
"5483","0"
"5484","0"
"5485","0"
"5486","0"
"5487","2"
"5488","0"
"5489","0"
"5490","0"
"5491","0"
"5492","0"
"5493","3"
"5494","0"
"5495","0"
"5496","0"
"5497","1"
"5498","0"
"5499","0"
"5500","0"
"5501","4"
"5502","3"
"5503","2"
"5504","0"
"5505","0"
"5506","4"
"5507","4"
"5508","0"
"5509","1"
"5510","0"
"5511","0"
"5512","4"
"5513","1"
"5514","4"
"5515","3"
"5516","0"
"5517","0"
"5518","0"
"5519","1"
"5520","0"
"5521","1"
"5522","0"
"5523","0"
"5524","0"
"5525","3"
"5526","0"
"5527","0"
"5528","0"
"5529","0"
"5530","1"
"5531","0"
"5532","1"
"5533","1"
"5534","4"
"5535","0"
"5536","0"
"5537","0"
"5538","0"
"5539","0"
"5540","0"
"5541","1"
"5542","3"
"5543","1"
"5544","0"
"5545","0"
"5546","0"
"5547","0"
"5548","0"
"5549","0"
"5550","1"
"5551","1"
"5552","2"
"5553","3"
"5554","0"
"5555","0"
"5556","1"
"5557","0"
"5558","0"
"5559","3"
"5560","0"
"5561","0"
"5562","4"
"5563","0"
"5564","3"
"5565","1"
"5566","3"
"5567","0"
"5568","3"
"5569","3"
"5570","2"
"5571","0"
"5572","0"
"5573","0"
"5574","0"
"5575","0"
"5576","0"
"5577","0"
"5578","0"
"5579","0"
"5580","0"
"5581","3"
"5582","1"
"5583","1"
"5584","0"
"5585","0"
"5586","1"
"5587","0"
"5588","1"
"5589","2"
"5590","0"
"5591","0"
"5592","0"
"5593","3"
"5594","0"
"5595","0"
"5596","0"
"5597","0"
"5598","0"
"5599","0"
"5600","0"
"5601","1"
"5602","2"
"5603","0"
"5604","3"
"5605","0"
"5606","0"
"5607","0"
"5608","1"
"5609","0"
"5610","3"
"5611","0"
"5612","3"
"5613","0"
"5614","4"
"5615","0"
"5616","0"
"5617","1"
"5618","1"
"5619","4"
"5620","0"
"5621","3"
"5622","1"
"5623","4"
"5624","0"
"5625","0"
"5626","1"
"5627","2"
"5628","3"
"5629","0"
"5630","0"
"5631","2"
"5632","0"
"5633","2"
"5634","1"
"5635","1"
"5636","0"
"5637","0"
"5638","2"
"5639","0"
"5640","0"
"5641","0"
"5642","1"
"5643","0"
"5644","0"
"5645","0"
"5646","0"
"5647","3"
"5648","0"
"5649","0"
"5650","0"
"5651","1"
"5652","3"
"5653","3"
"5654","0"
"5655","0"
"5656","4"
"5657","0"
"5658","0"
"5659","0"
"5660","0"
"5661","0"
"5662","4"
"5663","1"
"5664","3"
"5665","0"
"5666","0"
"5667","0"
"5668","2"
"5669","1"
"5670","0"
"5671","1"
"5672","4"
"5673","0"
"5674","0"
"5675","0"
"5676","0"
"5677","2"
"5678","0"
"5679","1"
"5680","0"
"5681","0"
"5682","0"
"5683","0"
"5684","1"
"5685","0"
"5686","1"
"5687","0"
"5688","2"
"5689","0"
"5690","0"
"5691","3"
"5692","4"
"5693","0"
"5694","1"
"5695","3"
"5696","0"
"5697","0"
"5698","0"
"5699","1"
"5700","1"
"5701","1"
"5702","0"
"5703","0"
"5704","0"
"5705","4"
"5706","1"
"5707","0"
"5708","0"
"5709","0"
"5710","0"
"5711","0"
"5712","0"
"5713","0"
"5714","4"
"5715","1"
"5716","0"
"5717","0"
"5718","0"
"5719","0"
"5720","1"
"5721","0"
"5722","0"
"5723","2"
"5724","4"
"5725","0"
"5726","1"
"5727","3"
"5728","0"
"5729","1"
"5730","4"
"5731","4"
"5732","0"
"5733","0"
"5734","0"
"5735","2"
"5736","0"
"5737","1"
"5738","2"
"5739","0"
"5740","0"
"5741","0"
"5742","0"
"5743","0"
"5744","0"
"5745","0"
"5746","0"
"5747","1"
"5748","3"
"5749","4"
"5750","1"
"5751","0"
"5752","0"
"5753","1"
"5754","3"
"5755","0"
"5756","0"
"5757","2"
"5758","2"
"5759","0"
"5760","1"
"5761","0"
"5762","0"
"5763","3"
"5764","4"
"5765","3"
"5766","4"
"5767","0"
"5768","4"
"5769","0"
"5770","0"
"5771","1"
"5772","0"
"5773","0"
"5774","0"
"5775","1"
"5776","1"
"5777","0"
"5778","0"
"5779","0"
"5780","0"
"5781","1"
"5782","4"
"5783","0"
"5784","4"
"5785","3"
"5786","0"
"5787","0"
"5788","0"
"5789","0"
"5790","1"
"5791","0"
"5792","0"
"5793","1"
"5794","0"
"5795","2"
"5796","2"
"5797","0"
"5798","1"
"5799","0"
"5800","2"
"5801","0"
"5802","4"
"5803","4"
"5804","3"
"5805","3"
"5806","0"
"5807","4"
"5808","3"
"5809","2"
"5810","3"
"5811","0"
"5812","0"
"5813","0"
"5814","0"
"5815","0"
"5816","0"
"5817","0"
"5818","3"
"5819","0"
"5820","0"
"5821","0"
"5822","1"
"5823","0"
"5824","0"
"5825","0"
"5826","0"
"5827","0"
"5828","0"
"5829","2"
"5830","4"
"5831","1"
"5832","0"
"5833","0"
"5834","4"
"5835","0"
"5836","1"
"5837","1"
"5838","0"
"5839","0"
"5840","0"
"5841","1"
"5842","0"
"5843","1"
"5844","3"
"5845","0"
"5846","1"
"5847","4"
"5848","3"
"5849","0"
"5850","0"
"5851","1"
"5852","2"
"5853","3"
"5854","2"
"5855","0"
"5856","3"
"5857","4"
"5858","0"
"5859","0"
"5860","0"
"5861","0"
"5862","1"
"5863","0"
"5864","3"
"5865","0"
"5866","0"
"5867","1"
"5868","0"
"5869","0"
"5870","3"
"5871","0"
"5872","0"
"5873","0"
"5874","1"
"5875","0"
"5876","0"
"5877","0"
"5878","0"
"5879","0"
"5880","0"
"5881","3"
"5882","0"
"5883","3"
"5884","4"
"5885","4"
"5886","3"
"5887","0"
"5888","4"
"5889","2"
"5890","2"
"5891","0"
"5892","0"
"5893","4"
"5894","1"
"5895","1"
"5896","0"
"5897","0"
"5898","0"
"5899","4"
"5900","0"
"5901","3"
"5902","0"
"5903","0"
"5904","4"
"5905","0"
"5906","1"
"5907","2"
"5908","1"
"5909","1"
"5910","2"
"5911","0"
"5912","0"
"5913","0"
"5914","0"
"5915","4"
"5916","0"
"5917","0"
"5918","3"
"5919","1"
"5920","0"
"5921","2"
"5922","3"
"5923","0"
"5924","0"
"5925","0"
"5926","0"
"5927","0"
"5928","4"
"5929","0"
"5930","2"
"5931","0"
"5932","3"
"5933","0"
"5934","0"
"5935","0"
"5936","1"
"5937","0"
"5938","1"
"5939","1"
"5940","2"
"5941","0"
"5942","4"
"5943","0"
"5944","3"
"5945","0"
"5946","0"
"5947","4"
"5948","1"
"5949","0"
"5950","2"
"5951","0"
"5952","3"
"5953","0"
"5954","1"
"5955","0"
"5956","0"
"5957","3"
"5958","0"
"5959","0"
"5960","0"
"5961","0"
"5962","1"
"5963","0"
"5964","0"
"5965","1"
"5966","0"
"5967","0"
"5968","0"
"5969","0"
"5970","0"
"5971","0"
"5972","0"
"5973","1"
"5974","1"
"5975","3"
"5976","0"
"5977","0"
"5978","4"
"5979","0"
"5980","0"
"5981","0"
"5982","4"
"5983","1"
"5984","0"
"5985","0"
"5986","3"
"5987","0"
"5988","0"
"5989","0"
"5990","1"
"5991","3"
"5992","0"
"5993","0"
"5994","4"
"5995","0"
"5996","3"
"5997","1"
"5998","1"
"5999","3"
"6000","4"
"6001","2"
"6002","1"
"6003","1"
"6004","0"
"6005","2"
"6006","2"
"6007","4"
"6008","1"
"6009","0"
"6010","1"
"6011","2"
"6012","0"
"6013","2"
"6014","3"
"6015","0"
"6016","3"
"6017","2"
"6018","0"
"6019","0"
"6020","0"
"6021","3"
"6022","2"
"6023","0"
"6024","0"
"6025","0"
"6026","2"
"6027","1"
"6028","0"
"6029","1"
"6030","0"
"6031","1"
"6032","0"
"6033","0"
"6034","2"
"6035","0"
"6036","0"
"6037","0"
"6038","1"
"6039","2"
"6040","1"
"6041","1"
"6042","0"
"6043","1"
"6044","1"
"6045","1"
"6046","4"
"6047","1"
"6048","2"
"6049","1"
"6050","1"
"6051","2"
"6052","0"
"6053","0"
"6054","0"
"6055","0"
"6056","0"
"6057","0"
"6058","0"
"6059","2"
"6060","2"
"6061","0"
"6062","0"
"6063","0"
"6064","0"
"6065","4"
"6066","0"
"6067","4"
"6068","0"
"6069","4"
"6070","0"
"6071","0"
"6072","0"
"6073","1"
"6074","0"
"6075","1"
"6076","1"
"6077","1"
"6078","3"
"6079","0"
"6080","0"
"6081","0"
"6082","0"
"6083","3"
"6084","0"
"6085","0"
"6086","0"
"6087","0"
"6088","0"
"6089","0"
"6090","1"
"6091","0"
"6092","3"
"6093","4"
"6094","0"
"6095","0"
"6096","4"
"6097","0"
"6098","4"
"6099","4"
"6100","0"
"6101","1"
"6102","0"
"6103","1"
"6104","1"
"6105","3"
"6106","0"
"6107","0"
"6108","0"
"6109","2"
"6110","0"
"6111","2"
"6112","1"
"6113","1"
"6114","2"
"6115","4"
"6116","1"
"6117","0"
"6118","0"
"6119","0"
"6120","0"
"6121","1"
"6122","0"
"6123","4"
"6124","4"
"6125","0"
"6126","0"
"6127","0"
"6128","2"
"6129","1"
"6130","0"
"6131","1"
"6132","4"
"6133","2"
"6134","0"
"6135","0"
"6136","0"
"6137","0"
