"","x"
"2140","1"
"2141","1"
"2142","0"
"2143","2"
"2144","0"
"2145","1"
"2146","0"
"2147","4"
"2148","2"
"2149","1"
"2150","3"
"2151","1"
"2152","1"
"2153","1"
"2154","1"
"2155","0"
"2156","0"
"2157","1"
"2158","1"
"2159","1"
"2160","1"
"2161","1"
"2162","0"
"2163","1"
"2164","3"
"2165","0"
"2166","1"
"2167","2"
"2168","1"
"2169","0"
"2170","0"
"2171","1"
"2172","3"
"2173","1"
"2174","1"
"2175","3"
"2176","1"
"2177","3"
"2178","1"
"2179","4"
"2180","3"
"2181","0"
"2182","3"
"2183","1"
"2184","1"
"2185","0"
"2186","1"
"2187","2"
"2188","1"
"2189","0"
"2190","1"
"2191","3"
"2192","1"
"2193","1"
"2194","2"
"2195","3"
"2196","3"
"2197","0"
"2198","1"
"2199","3"
"2200","1"
"2201","0"
"2202","0"
"2203","1"
"2204","1"
"2205","3"
"2206","0"
"2207","2"
"2208","3"
"2209","4"
"2210","1"
"2211","1"
"2212","1"
"2213","0"
"2214","0"
"2215","1"
"2216","0"
"2217","1"
"2218","0"
"2219","1"
"2220","0"
"2221","3"
"2222","0"
"2223","2"
"2224","1"
"2225","0"
"2226","0"
"2227","0"
"2228","0"
"2229","3"
"2230","3"
"2231","0"
"2232","2"
"2233","1"
"2234","3"
"2235","2"
"2236","1"
"2237","0"
"2238","1"
"2239","1"
"2240","2"
"2241","1"
"2242","1"
"2243","1"
"2244","1"
"2245","1"
"2246","0"
"2247","1"
"2248","0"
"2249","2"
"2250","1"
"2251","1"
"2252","1"
"2253","0"
"2254","1"
"2255","1"
"2256","2"
"2257","1"
"2258","1"
"2259","3"
"2260","2"
"2261","0"
"2262","0"
"2263","1"
"2264","0"
"2265","0"
"2266","1"
"2267","1"
"2268","4"
"2269","2"
"2270","3"
"2271","2"
"2272","2"
"2273","4"
"2274","1"
"2275","0"
"2276","4"
"2277","4"
"2278","0"
"2279","3"
"2280","2"
"2281","0"
"2282","0"
"2283","0"
"2284","0"
"2285","4"
"2286","0"
"2287","2"
"2288","0"
"2289","0"
"2290","0"
"2291","3"
"2292","1"
"2293","0"
"2294","1"
"2295","1"
"2296","1"
"2297","1"
"2298","1"
"2299","0"
"2300","0"
"2301","0"
"2302","1"
"2303","1"
"2304","2"
"2305","0"
"2306","1"
"2307","3"
"2308","0"
"2309","4"
"2310","2"
"2311","0"
"2312","0"
"2313","1"
"2314","1"
"2315","0"
"2316","1"
"2317","4"
"2318","0"
"2319","0"
"2320","1"
"2321","1"
"2322","0"
"2323","2"
"2324","1"
"2325","0"
"2326","3"
"2327","4"
"2328","1"
"2329","0"
"2330","0"
"2331","1"
"2332","0"
"2333","0"
"2334","1"
"2335","0"
"2336","0"
"2337","0"
"2338","1"
"2339","0"
"2340","0"
"2341","3"
"2342","0"
"2343","1"
"2344","1"
"2345","1"
"2346","3"
"2347","1"
"2348","0"
"2349","4"
"2350","1"
"2351","1"
"2352","0"
"2353","0"
"2354","1"
"2355","0"
"2356","4"
"2357","1"
"2358","4"
"2359","1"
"2360","0"
"2361","1"
"2362","1"
"2363","1"
"2364","1"
"2365","1"
"2366","1"
"2367","1"
"2368","0"
"2369","1"
"2370","0"
"2371","0"
"2372","4"
"2373","3"
"2374","1"
"2375","0"
"2376","2"
"2377","1"
"2378","1"
"2379","0"
"2380","0"
"2381","4"
"2382","1"
"2383","0"
"2384","0"
"2385","4"
"2386","3"
"2387","0"
"2388","2"
"2389","0"
"2390","1"
"2391","0"
"2392","0"
"2393","0"
"2394","4"
"2395","2"
"2396","4"
"2397","1"
"2398","0"
"2399","0"
"2400","0"
"2401","2"
"2402","1"
"2403","0"
"2404","1"
"2405","0"
"2406","3"
"2407","0"
"2408","0"
"2409","1"
"2410","0"
"2411","0"
"2412","0"
"2413","0"
"2414","1"
"2415","0"
"2416","0"
"2417","1"
"2418","0"
"2419","1"
"2420","0"
"2421","3"
"2422","2"
"2423","2"
"2424","0"
"2425","0"
"2426","4"
"2427","1"
"2428","0"
"2429","0"
"2430","0"
"2431","2"
"2432","1"
"2433","1"
"2434","1"
"2435","0"
"2436","0"
"2437","3"
"2438","0"
"2439","0"
"2440","0"
"2441","1"
"2442","1"
"2443","1"
"2444","0"
"2445","0"
"2446","0"
"2447","0"
"2448","3"
"2449","0"
"2450","0"
"2451","1"
"2452","0"
"2453","3"
"2454","2"
"2455","4"
"2456","0"
"2457","1"
"2458","3"
"2459","1"
"2460","0"
"2461","0"
"2462","1"
"2463","0"
"2464","0"
"2465","0"
"2466","2"
"2467","0"
"2468","1"
"2469","4"
"2470","0"
"2471","4"
"2472","4"
"2473","1"
"2474","3"
"2475","1"
"2476","1"
"2477","3"
"2478","0"
"2479","0"
"2480","0"
"2481","3"
"2482","3"
"2483","0"
"2484","1"
"2485","0"
"2486","1"
"2487","0"
"2488","0"
"2489","0"
"2490","0"
"2491","0"
"2492","0"
"2493","0"
"2494","0"
"2495","1"
"2496","1"
"2497","0"
"2498","4"
"2499","2"
"2500","0"
"2501","0"
"2502","1"
"2503","3"
"2504","3"
"2505","0"
"2506","1"
"2507","1"
"2508","1"
"2509","1"
"2510","1"
"2511","0"
"2512","0"
"2513","0"
"2514","4"
"2515","4"
"2516","1"
"2517","1"
"2518","0"
"2519","0"
"2520","0"
"2521","0"
"2522","1"
"2523","0"
"2524","3"
"2525","2"
"2526","1"
"2527","3"
"2528","3"
"2529","1"
"2530","3"
"2531","3"
"2532","3"
"2533","1"
"2534","1"
"2535","2"
"2536","2"
"2537","0"
"2538","1"
"2539","0"
"2540","0"
"2541","0"
"2542","1"
"2543","3"
"2544","0"
"2545","1"
"2546","1"
"2547","0"
"2548","1"
"2549","0"
"2550","0"
"2551","0"
"2552","1"
"2553","1"
"2554","2"
"2555","0"
"2556","4"
"2557","1"
"2558","0"
"2559","0"
"2560","0"
"2561","2"
"2562","0"
"2563","1"
"2564","1"
"2565","1"
"2566","2"
"2567","1"
"2568","0"
"2569","1"
"2570","0"
"2571","0"
"2572","0"
"2573","2"
"2574","0"
"2575","0"
"2576","1"
"2577","0"
"2578","1"
"2579","1"
"2580","0"
"2581","2"
"2582","1"
"2583","1"
"2584","3"
"2585","3"
"2586","3"
"2587","0"
"2588","2"
"2589","2"
"2590","1"
"2591","1"
"2592","0"
"2593","2"
"2594","2"
"2595","0"
"2596","2"
"2597","0"
"2598","2"
"2599","1"
"2600","1"
"2601","1"
"2602","3"
"2603","2"
"2604","0"
"2605","3"
"2606","1"
"2607","1"
"2608","0"
"2609","1"
"2610","0"
"2611","1"
"2612","1"
"2613","0"
"2614","1"
"2615","3"
"2616","0"
"2617","1"
"2618","0"
"2619","0"
"2620","0"
"2621","0"
"2622","1"
"2623","1"
"2624","1"
"2625","1"
"2626","4"
"2627","2"
"2628","1"
"2629","3"
"2630","1"
"2631","2"
"2632","1"
"2633","1"
"2634","1"
"2635","3"
"2636","1"
"2637","0"
"2638","0"
"2639","3"
"2640","0"
"2641","1"
"2642","0"
"2643","2"
"2644","1"
"2645","0"
"2646","1"
"2647","2"
"2648","2"
"2649","3"
"2650","0"
"2651","3"
"2652","2"
"2653","4"
"2654","0"
"2655","0"
"2656","3"
"2657","1"
"2658","3"
"2659","3"
"2660","1"
"2661","0"
"2662","0"
"2663","0"
"2664","0"
"2665","0"
"2666","0"
"2667","2"
"2668","2"
"2669","4"
"2670","0"
"2671","1"
"2672","0"
"2673","2"
"2674","0"
"2675","0"
"2676","1"
"2677","2"
"2678","0"
"2679","0"
"2680","1"
"2681","1"
"2682","0"
"2683","1"
"2684","1"
"2685","0"
"2686","2"
"2687","0"
"2688","0"
"2689","1"
"2690","1"
"2691","1"
"2692","0"
"2693","0"
"2694","4"
"2695","1"
"2696","1"
"2697","3"
"2698","4"
"2699","0"
"2700","2"
"2701","4"
"2702","1"
"2703","0"
"2704","0"
"2705","1"
"2706","0"
"2707","0"
"2708","1"
"2709","3"
"2710","3"
"2711","0"
"2712","1"
"2713","1"
"2714","1"
"2715","1"
"2716","0"
"2717","0"
"2718","3"
"2719","1"
"2720","0"
"2721","1"
"2722","1"
"2723","0"
"2724","2"
"2725","1"
"2726","2"
"2727","1"
"2728","0"
"2729","0"
"2730","2"
"2731","0"
"2732","1"
"2733","1"
"2734","3"
"2735","0"
"2736","0"
"2737","2"
"2738","0"
"2739","0"
"2740","3"
"2741","3"
"2742","0"
"2743","0"
"2744","0"
"2745","0"
"2746","1"
"2747","1"
"2748","0"
"2749","0"
"2750","3"
"2751","2"
"2752","4"
"2753","1"
"2754","0"
"2755","0"
"2756","1"
"2757","0"
"2758","1"
"2759","1"
"2760","1"
"2761","0"
"2762","1"
"2763","2"
"2764","1"
"2765","0"
"2766","0"
"2767","0"
"2768","1"
"2769","1"
"2770","1"
"2771","3"
"2772","2"
"2773","1"
"2774","3"
"2775","1"
"2776","2"
"2777","0"
"2778","0"
"2779","1"
"2780","0"
"2781","1"
"2782","4"
"2783","2"
"2784","0"
"2785","1"
"2786","3"
"2787","1"
"2788","3"
"2789","0"
"2790","0"
"2791","1"
"2792","1"
"2793","3"
"2794","1"
"2795","3"
"2796","4"
"2797","0"
"2798","1"
"2799","1"
"2800","1"
"2801","0"
"2802","0"
"2803","3"
"2804","0"
"2805","1"
"2806","0"
"2807","1"
"2808","1"
"2809","1"
"2810","1"
"2811","0"
"2812","3"
"2813","1"
"2814","1"
"2815","0"
"2816","2"
"2817","0"
"2818","1"
"2819","1"
"2820","4"
"2821","1"
"2822","2"
"2823","3"
"2824","1"
"2825","1"
"2826","1"
"2827","2"
"2828","3"
"2829","2"
"2830","1"
"2831","0"
"2832","1"
"2833","1"
"2834","1"
"2835","1"
"2836","0"
"2837","4"
"2838","1"
"2839","4"
"2840","1"
"2841","3"
"2842","2"
"2843","1"
"2844","0"
"2845","0"
"2846","0"
"2847","4"
"2848","0"
"2849","1"
"2850","1"
"2851","0"
"2852","1"
"2853","0"
"2854","1"
"2855","4"
"2856","0"
"2857","1"
"2858","1"
"2859","0"
"2860","0"
"2861","0"
"2862","1"
"2863","4"
"2864","1"
"2865","1"
"2866","4"
"2867","0"
"2868","0"
"2869","0"
"2870","1"
"2871","1"
"2872","1"
"2873","4"
"2874","0"
"2875","3"
"2876","2"
"2877","3"
"2878","1"
"2879","3"
"2880","2"
"2881","1"
"2882","0"
"2883","1"
"2884","2"
"2885","0"
"2886","0"
"2887","0"
"2888","1"
"2889","0"
"2890","0"
"2891","1"
"2892","0"
"2893","1"
"2894","1"
"2895","1"
"2896","0"
"2897","1"
"2898","0"
"2899","0"
"2900","3"
"2901","1"
"2902","0"
"2903","3"
"2904","1"
"2905","0"
"2906","1"
"2907","1"
"2908","3"
"2909","0"
"2910","0"
"2911","1"
"2912","2"
"2913","1"
"2914","0"
"2915","1"
"2916","1"
"2917","2"
"2918","0"
"2919","0"
"2920","2"
"2921","0"
"2922","1"
"2923","0"
"2924","0"
"2925","0"
"2926","2"
"2927","1"
"2928","1"
"2929","1"
"2930","1"
"2931","2"
"2932","1"
"2933","0"
"2934","1"
"2935","1"
"2936","1"
"2937","1"
"2938","1"
"2939","0"
"2940","1"
"2941","0"
"2942","0"
"2943","1"
"2944","0"
"2945","3"
"2946","0"
"2947","0"
"2948","1"
"2949","0"
"2950","2"
"2951","1"
"2952","0"
"2953","0"
"2954","0"
"2955","0"
"2956","0"
"2957","1"
"2958","1"
"2959","0"
"2960","3"
"2961","1"
"2962","1"
"2963","0"
"2964","0"
"2965","1"
"2966","1"
"2967","4"
"2968","0"
"2969","0"
"2970","0"
"2971","2"
"2972","0"
"2973","0"
"2974","1"
"2975","1"
"2976","3"
"2977","3"
"2978","2"
"2979","2"
"2980","0"
"2981","2"
"2982","0"
"2983","0"
"2984","1"
"2985","0"
"2986","0"
"2987","1"
"2988","0"
"2989","0"
"2990","0"
"2991","2"
"2992","0"
"2993","0"
"2994","1"
"2995","0"
"2996","1"
"2997","1"
"2998","1"
"2999","0"
"3000","0"
"3001","0"
"3002","1"
"3003","0"
"3004","4"
"3005","0"
"3006","0"
"3007","3"
"3008","1"
"3009","1"
"3010","0"
"3011","0"
"3012","1"
"3013","0"
"3014","1"
"3015","3"
"3016","1"
"3017","0"
"3018","0"
"3019","0"
"3020","0"
"3021","4"
"3022","1"
"3023","1"
"3024","2"
"3025","1"
"3026","2"
"3027","4"
"3028","0"
"3029","1"
"3030","1"
"3031","4"
"3032","0"
"3033","4"
"3034","1"
"3035","1"
"3036","0"
"3037","1"
"3038","0"
"3039","1"
"3040","3"
"3041","3"
"3042","0"
"3043","3"
"3044","1"
"3045","1"
"3046","1"
"3047","0"
"3048","0"
"3049","0"
"3050","1"
"3051","0"
"3052","0"
"3053","0"
"3054","1"
"3055","0"
"3056","0"
"3057","1"
"3058","1"
"3059","1"
"3060","1"
"3061","3"
"3062","1"
"3063","0"
"3064","1"
"3065","3"
"3066","1"
"3067","2"
"3068","0"
"3069","1"
"3070","0"
"3071","1"
"3072","0"
"3073","0"
"3074","0"
"3075","0"
"3076","0"
"3077","0"
"3078","0"
"3079","0"
"3080","2"
"3081","1"
"3082","1"
"3083","1"
"3084","0"
"3085","1"
"3086","1"
"3087","1"
"3088","1"
"3089","0"
"3090","1"
"3091","1"
"3092","0"
"3093","0"
"3094","1"
"3095","1"
"3096","3"
"3097","1"
"3098","1"
"3099","0"
"3100","1"
"3101","1"
"3102","0"
"3103","0"
"3104","0"
"3105","0"
"3106","1"
"3107","3"
"3108","1"
"3109","0"
"3110","3"
"3111","1"
"3112","0"
"3113","3"
"3114","0"
"3115","4"
"3116","1"
"3117","2"
"3118","3"
"3119","3"
"3120","0"
"3121","4"
"3122","3"
"3123","1"
"3124","1"
"3125","4"
"3126","1"
"3127","0"
"3128","1"
"3129","0"
"3130","2"
"3131","1"
"3132","1"
"3133","1"
"3134","2"
"3135","1"
"3136","2"
"3137","0"
"3138","1"
"3139","0"
"3140","4"
"3141","1"
"3142","1"
"3143","0"
"3144","3"
"3145","0"
"3146","2"
"3147","1"
"3148","2"
"3149","4"
"3150","1"
"3151","0"
"3152","3"
"3153","1"
"3154","3"
"3155","1"
"3156","1"
"3157","0"
"3158","3"
"3159","0"
"3160","2"
"3161","1"
"3162","2"
"3163","2"
"3164","1"
"3165","1"
"3166","3"
"3167","1"
"3168","0"
"3169","3"
"3170","1"
"3171","4"
"3172","1"
"3173","3"
"3174","0"
"3175","1"
"3176","3"
"3177","1"
"3178","2"
"3179","1"
"3180","0"
"3181","4"
"3182","0"
"3183","1"
"3184","0"
"3185","0"
"3186","0"
"3187","1"
"3188","1"
"3189","0"
"3190","2"
"3191","2"
"3192","0"
"3193","1"
"3194","3"
"3195","0"
"3196","0"
"3197","0"
"3198","0"
"3199","0"
"3200","0"
"3201","3"
"3202","0"
"3203","4"
"3204","0"
"3205","4"
"3206","1"
"3207","0"
"3208","4"
"3209","0"
"3210","0"
"3211","0"
"3212","0"
"3213","1"
"3214","1"
"3215","2"
"3216","2"
"3217","3"
"3218","0"
"3219","1"
"3220","0"
"3221","1"
"3222","0"
"3223","0"
"3224","0"
"3225","1"
"3226","1"
"3227","0"
"3228","1"
"3229","0"
"3230","0"
"3231","0"
"3232","1"
"3233","4"
"3234","1"
"3235","0"
"3236","0"
"3237","1"
"3238","4"
"3239","1"
"3240","1"
"3241","1"
"3242","0"
"3243","3"
"3244","0"
"3245","4"
"3246","1"
"3247","1"
"3248","0"
"3249","1"
"3250","0"
"3251","0"
"3252","1"
"3253","1"
"3254","1"
"3255","1"
"3256","0"
"3257","3"
"3258","0"
"3259","0"
"3260","4"
"3261","1"
"3262","1"
"3263","0"
"3264","1"
"3265","3"
"3266","0"
"3267","1"
"3268","1"
"3269","1"
"3270","0"
"3271","0"
"3272","1"
"3273","0"
"3274","0"
"3275","0"
"3276","0"
"3277","1"
"3278","4"
"3279","0"
"3280","3"
"3281","0"
"3282","3"
"3283","0"
"3284","1"
"3285","4"
"3286","0"
"3287","1"
"3288","1"
"3289","0"
"3290","0"
"3291","0"
"3292","1"
"3293","0"
"3294","3"
"3295","3"
"3296","1"
"3297","3"
"3298","1"
"3299","1"
"3300","3"
"3301","1"
"3302","1"
"3303","3"
"3304","0"
"3305","3"
"3306","2"
"3307","1"
"3308","0"
"3309","0"
"3310","2"
"3311","1"
"3312","0"
"3313","1"
"3314","1"
"3315","0"
"3316","2"
"3317","0"
"3318","0"
"3319","1"
"3320","4"
"3321","0"
"3322","1"
"3323","0"
"3324","0"
"3325","0"
"3326","0"
"3327","4"
"3328","0"
"3329","0"
"3330","0"
"3331","0"
"3332","1"
"3333","0"
"3334","3"
"3335","1"
"3336","3"
"3337","1"
"3338","1"
"3339","3"
"3340","1"
"3341","1"
"3342","4"
"3343","3"
"3344","0"
"3345","1"
"3346","0"
"3347","3"
"3348","1"
"3349","4"
"3350","3"
"3351","0"
"3352","3"
"3353","0"
"3354","0"
"3355","0"
"3356","3"
"3357","1"
"3358","1"
"3359","0"
"3360","4"
"3361","2"
"3362","1"
"3363","0"
"3364","1"
"3365","0"
"3366","1"
"3367","0"
"3368","1"
"3369","0"
"3370","1"
"3371","0"
"3372","1"
"3373","2"
"3374","1"
"3375","1"
"3376","1"
"3377","4"
"3378","3"
"3379","0"
"3380","1"
"3381","0"
"3382","0"
"3383","1"
"3384","0"
"3385","0"
"3386","4"
"3387","0"
"3388","4"
"3389","3"
"3390","3"
"3391","1"
"3392","0"
"3393","0"
"3394","3"
"3395","0"
"3396","1"
"3397","0"
"3398","1"
"3399","0"
"3400","1"
"3401","1"
"3402","1"
"3403","0"
"3404","4"
"3405","4"
"3406","0"
"3407","1"
"3408","4"
"3409","3"
"3410","2"
"3411","1"
"3412","4"
"3413","3"
"3414","1"
"3415","3"
"3416","1"
"3417","1"
"3418","0"
"3419","3"
"3420","2"
"3421","1"
"3422","0"
"3423","1"
"3424","2"
"3425","2"
"3426","0"
"3427","2"
"3428","0"
"3429","0"
"3430","0"
"3431","0"
"3432","0"
"3433","0"
"3434","0"
"3435","2"
"3436","1"
"3437","1"
"3438","3"
"3439","0"
"3440","2"
"3441","0"
"3442","1"
"3443","0"
"3444","1"
"3445","1"
"3446","1"
"3447","1"
"3448","1"
"3449","0"
"3450","2"
"3451","1"
"3452","1"
"3453","0"
"3454","0"
"3455","0"
"3456","1"
"3457","3"
"3458","1"
"3459","0"
"3460","0"
"3461","0"
"3462","4"
"3463","1"
"3464","1"
"3465","0"
"3466","1"
"3467","3"
"3468","1"
"3469","3"
"3470","3"
"3471","0"
"3472","3"
"3473","1"
"3474","1"
"3475","0"
"3476","1"
"3477","2"
"3478","1"
"3479","3"
"3480","0"
"3481","1"
"3482","1"
"3483","3"
"3484","0"
"3485","3"
"3486","1"
"3487","1"
"3488","0"
"3489","3"
"3490","3"
"3491","3"
"3492","1"
"3493","2"
"3494","1"
"3495","1"
"3496","0"
"3497","1"
"3498","1"
"3499","3"
"3500","0"
"3501","1"
"3502","3"
"3503","4"
"3504","1"
"3505","1"
"3506","1"
"3507","3"
"3508","1"
"3509","4"
"3510","1"
"3511","1"
"3512","1"
"3513","0"
"3514","0"
"3515","1"
"3516","0"
"3517","3"
"3518","0"
"3519","0"
"3520","1"
"3521","2"
"3522","0"
"3523","1"
"3524","3"
"3525","0"
"3526","1"
"3527","1"
"3528","2"
"3529","0"
"3530","1"
"3531","0"
"3532","1"
"3533","2"
"3534","0"
"3535","0"
"3536","1"
"3537","0"
"3538","2"
"3539","1"
"3540","0"
"3541","0"
"3542","2"
"3543","0"
"3544","0"
"3545","0"
"3546","0"
"3547","3"
"3548","1"
"3549","1"
"3550","4"
"3551","2"
"3552","1"
"3553","1"
"3554","2"
"3555","0"
"3556","1"
"3557","2"
"3558","2"
"3559","3"
"3560","0"
"3561","0"
"3562","0"
"3563","1"
"3564","1"
"3565","0"
"3566","0"
"3567","1"
"3568","1"
"3569","1"
"3570","0"
"3571","1"
"3572","2"
"3573","1"
"3574","0"
"3575","1"
"3576","0"
"3577","4"
"3578","0"
"3579","0"
"3580","1"
"3581","4"
"3582","0"
"3583","0"
"3584","0"
"3585","3"
"3586","0"
"3587","0"
"3588","2"
"3589","2"
"3590","1"
"3591","1"
"3592","4"
"3593","0"
"3594","4"
"3595","0"
"3596","3"
"3597","2"
"3598","1"
"3599","1"
"3600","0"
"3601","4"
"3602","1"
"3603","3"
"3604","3"
"3605","0"
"3606","4"
"3607","0"
"3608","3"
"3609","1"
"3610","2"
"3611","0"
"3612","1"
"3613","0"
"3614","0"
"3615","0"
"3616","1"
"3617","1"
"3618","1"
"3619","3"
"3620","1"
"3621","0"
"3622","1"
"3623","2"
"3624","0"
"3625","1"
"3626","4"
"3627","3"
"3628","1"
"3629","0"
"3630","2"
"3631","0"
"3632","1"
"3633","0"
"3634","0"
"3635","3"
"3636","0"
"3637","0"
"3638","1"
"3639","0"
"3640","0"
"3641","4"
"3642","3"
"3643","0"
"3644","4"
"3645","1"
"3646","3"
"3647","1"
"3648","2"
"3649","4"
"3650","0"
"3651","1"
"3652","1"
"3653","1"
"3654","0"
"3655","3"
"3656","0"
"3657","1"
"3658","1"
"3659","0"
"3660","0"
"3661","3"
"3662","1"
"3663","3"
"3664","0"
"3665","0"
"3666","1"
"3667","0"
"3668","4"
"3669","2"
"3670","0"
"3671","1"
"3672","3"
"3673","1"
"3674","1"
"3675","0"
"3676","0"
"3677","0"
"3678","1"
"3679","2"
"3680","1"
"3681","3"
"3682","1"
"3683","1"
"3684","3"
"3685","1"
"3686","0"
"3687","1"
"3688","0"
"3689","3"
"3690","0"
"3691","1"
"3692","0"
"3693","0"
"3694","0"
"3695","1"
"3696","2"
"3697","0"
"3698","0"
"3699","3"
"3700","1"
"3701","0"
"3702","1"
"3703","1"
"3704","0"
"3705","0"
"3706","2"
"3707","3"
"3708","0"
"3709","0"
"3710","1"
"3711","0"
"3712","1"
"3713","0"
"3714","0"
"3715","0"
"3716","0"
"3717","0"
"3718","1"
"3719","3"
"3720","1"
"3721","0"
"3722","4"
"3723","1"
"3724","0"
"3725","1"
"3726","0"
"3727","0"
"3728","0"
"3729","0"
"3730","0"
"3731","0"
"3732","1"
"3733","1"
"3734","4"
"3735","3"
"3736","0"
"3737","0"
"3738","1"
"3739","0"
"3740","3"
"3741","0"
"3742","0"
"3743","1"
"3744","0"
"3745","1"
"3746","0"
"3747","3"
"3748","0"
"3749","1"
"3750","1"
"3751","0"
"3752","0"
"3753","0"
"3754","3"
"3755","3"
"3756","1"
"3757","0"
"3758","0"
"3759","0"
"3760","1"
"3761","3"
"3762","1"
"3763","0"
"3764","3"
"3765","0"
"3766","1"
"3767","3"
"3768","1"
"3769","0"
"3770","3"
"3771","0"
"3772","1"
"3773","0"
"3774","1"
"3775","0"
"3776","1"
"3777","0"
"3778","0"
"3779","0"
"3780","2"
"3781","1"
"3782","0"
"3783","0"
"3784","0"
"3785","0"
"3786","1"
"3787","2"
"3788","1"
"3789","0"
"3790","1"
"3791","1"
"3792","3"
"3793","0"
"3794","0"
"3795","3"
"3796","0"
"3797","0"
"3798","3"
"3799","3"
"3800","1"
"3801","0"
"3802","0"
"3803","0"
"3804","0"
"3805","0"
"3806","0"
"3807","1"
"3808","1"
"3809","2"
"3810","0"
"3811","1"
"3812","1"
"3813","1"
"3814","1"
"3815","0"
"3816","3"
"3817","4"
"3818","0"
"3819","1"
"3820","0"
"3821","1"
"3822","1"
"3823","1"
"3824","3"
"3825","2"
"3826","1"
"3827","1"
"3828","3"
"3829","1"
"3830","1"
"3831","1"
"3832","0"
"3833","1"
"3834","2"
"3835","3"
"3836","3"
"3837","2"
"3838","3"
"3839","1"
"3840","1"
"3841","0"
"3842","0"
"3843","1"
"3844","1"
"3845","1"
"3846","1"
"3847","1"
"3848","1"
"3849","1"
"3850","0"
"3851","1"
"3852","1"
"3853","0"
"3854","0"
"3855","0"
"3856","0"
"3857","1"
"3858","3"
"3859","3"
"3860","3"
"3861","0"
"3862","3"
"3863","0"
"3864","4"
"3865","0"
"3866","3"
"3867","1"
"3868","1"
"3869","3"
"3870","0"
"3871","0"
"3872","0"
"3873","1"
"3874","3"
"3875","0"
"3876","0"
"3877","3"
"3878","0"
"3879","2"
"3880","1"
"3881","1"
"3882","2"
"3883","0"
"3884","3"
"3885","1"
"3886","0"
"3887","0"
"3888","1"
"3889","1"
"3890","3"
"3891","0"
"3892","0"
"3893","0"
"3894","2"
"3895","0"
"3896","0"
"3897","1"
"3898","1"
"3899","0"
"3900","2"
"3901","1"
"3902","1"
"3903","4"
"3904","0"
"3905","0"
"3906","1"
"3907","0"
"3908","0"
"3909","0"
"3910","0"
"3911","1"
"3912","2"
"3913","1"
"3914","1"
"3915","0"
"3916","1"
"3917","0"
"3918","0"
"3919","2"
"3920","1"
"3921","1"
"3922","2"
"3923","1"
"3924","0"
"3925","0"
"3926","1"
"3927","1"
"3928","1"
"3929","3"
"3930","0"
"3931","1"
"3932","0"
"3933","0"
"3934","1"
"3935","0"
"3936","1"
"3937","3"
"3938","0"
"3939","0"
"3940","1"
"3941","0"
"3942","0"
"3943","3"
"3944","3"
"3945","0"
"3946","0"
"3947","0"
"3948","3"
"3949","0"
"3950","1"
"3951","2"
"3952","4"
"3953","0"
"3954","0"
"3955","2"
"3956","1"
"3957","0"
"3958","0"
"3959","0"
"3960","1"
"3961","1"
"3962","4"
"3963","1"
"3964","1"
"3965","0"
"3966","0"
"3967","0"
"3968","2"
"3969","2"
"3970","2"
"3971","0"
"3972","1"
"3973","1"
"3974","1"
"3975","0"
"3976","2"
"3977","1"
"3978","1"
"3979","3"
"3980","1"
"3981","1"
"3982","0"
"3983","0"
"3984","0"
"3985","2"
"3986","0"
"3987","0"
"3988","0"
"3989","0"
"3990","0"
"3991","1"
"3992","3"
"3993","1"
"3994","0"
"3995","1"
"3996","0"
"3997","4"
"3998","0"
"3999","1"
"4000","1"
"4001","0"
"4002","3"
"4003","1"
"4004","0"
"4005","1"
"4006","4"
"4007","0"
"4008","2"
"4009","1"
"4010","0"
"4011","0"
"4012","0"
"4013","0"
"4014","1"
"4015","1"
"4016","1"
"4017","1"
"4018","0"
"4019","0"
"4020","3"
"4021","1"
"4022","0"
"4023","0"
"4024","0"
"4025","0"
"4026","4"
"4027","0"
"4028","0"
"4029","3"
"4030","0"
"4031","0"
"4032","0"
"4033","0"
"4034","4"
"4035","0"
"4036","1"
"4037","0"
"4038","4"
"4039","0"
"4040","1"
"4041","0"
"4042","0"
"4043","0"
"4044","0"
"4045","0"
"4046","2"
"4047","0"
"4048","4"
"4049","0"
"4050","0"
"4051","1"
"4052","3"
"4053","3"
"4054","1"
"4055","2"
"4056","4"
"4057","0"
"4058","0"
"4059","0"
"4060","1"
"4061","0"
"4062","0"
"4063","0"
"4064","0"
"4065","0"
"4066","0"
"4067","3"
"4068","1"
"4069","1"
"4070","1"
"4071","0"
"4072","0"
"4073","0"
"4074","0"
"4075","1"
"4076","4"
"4077","1"
"4078","4"
"4079","4"
"4080","0"
"4081","0"
"4082","0"
"4083","0"
"4084","0"
"4085","1"
"4086","0"
"4087","1"
"4088","2"
"4089","3"
"4090","0"
"4091","0"
"4092","0"
"4093","0"
"4094","0"
"4095","2"
"4096","0"
"4097","0"
"4098","0"
"4099","1"
"4100","3"
"4101","0"
"4102","1"
"4103","0"
"4104","1"
"4105","0"
"4106","0"
"4107","0"
"4108","0"
"4109","0"
"4110","2"
"4111","4"
"4112","1"
"4113","1"
"4114","1"
"4115","0"
"4116","1"
"4117","2"
"4118","4"
"4119","0"
"4120","0"
"4121","1"
"4122","0"
"4123","0"
"4124","0"
"4125","0"
"4126","1"
"4127","1"
"4128","4"
"4129","0"
"4130","2"
"4131","1"
"4132","2"
"4133","2"
"4134","3"
"4135","3"
"4136","0"
"4137","0"
"4138","0"
