"","GC","PGC","M/TC","OSs","EPL-IN"
"B3galt5",0.0372032576207337,0.0263281213685765,0.0138800609117387,0.006009294835,0.156147342639752
"B4galt1",0.00582876084269793,0.010149602023036,0.0254601820653133,0.00566674279083333,0
"Bace2",0.00356819870896215,0.00337054882339043,0.0767805413071491,0.00200662976666667,0
"Bag2",0.0189712081722777,0.0511104966544595,0.00985051974404236,0.00218057632833333,0
"Baiap2l1",0.000745533758068261,0,0,0,0
"Bambi",0.116228872966914,0.0293195037241583,0.0276168240441306,0.00473026670333333,0.0240456094285714
"Bard1",0.000900874440910146,0.0112191127418783,0.00531616635481024,0,0
"Barhl2",0.00106917052391456,0.000654800566450089,0.0621127841774051,0.00578968461916667,0
"BC048403",0.00310738124297655,0.000767673357944477,0.00384645736893204,0,0.0121334854906832
"BC048546",0.00800609691711168,0.0161442217088009,0.100584067341571,0.0409674725058333,0.0269926218757764
"BC049352",0.00616733882238217,0.00546813284051979,0.00998108839187997,0.123057406769167,0
"BC055402",0.000214282179010912,0,0,0,0
"BC100451",0.000220108638263292,0,0,0,0
"Bcam",0.00879690386812166,0.0123388785729474,0.0220571663424537,0.00685882169416667,0.122958378732919
"Bcar1",0.0072861130971674,0.00482747142587123,0.0542679266654898,0.0134036188,0
"Bche",0.00203791558846065,0.00305703410100414,0.0220991896804943,0,0
"Bcl2a1b",0.00470363605897376,0.00371455049616066,0.0108760621535746,0.00232071761,0
"Bcl2a1d",0.000252551529138612,0,0,0,0
"Bcl3",0.000168695642558625,0.00306829883933845,0.00180446186584289,0,0
"Bcl6b",0.00218030257151149,0.00711483880685174,0.00185485627360988,0,0
"Bco2",0.00137279009461342,0.00449679703957472,0,0,0
"Bend3",0.00653309474135129,0.00450124793207324,0.000611075144748455,0.00190751525166667,0
"Bend5",0.00713837295762712,0.00843953936503249,0.0312628539876434,0.0022229693925,0
"Bend7",0.0767301555716276,0.0341612515493207,0.0144185833495146,0.00676192361416667,0
"Bex1",0.379199107797423,0.797306149012404,0.22308153129391,0.106939286598333,0.169184649037267
"Bex4",0.192759007027397,0.399868886866509,0.0836453168729038,0.0405626363116667,0.0761909316459627
"Bglap",0.00159865272033898,0.00366878779031305,0,0,0
"Bglap2",0.0257578041372185,0.0570079524943887,0.0102153270185349,0,0.0167179672608696
"Bglap3",0.00461063818690504,0.0121224659551093,0,0,0
"Bhlha9",0.00137192693870443,0.00110429018960425,0.00165792765666372,0,0.00734945029192546
"Bicc1",0.00813720603819364,0.0179714644258712,0.0276965860167696,0.00144609595416667,0
"Bid",0.00699428744230323,0.0182002904040165,0.0799247897281553,0.00835390701083333,0.0206513221801242
"Bik",0.000651606605409798,0.00251333498050797,0,0,0
"Birc3",0.00125738196714651,0.000636199077968104,0.0058119069576346,0,0
"Birc5",0.00160637639540283,0.00374726712935617,0.00203595375110327,0,0.0115124354347826
"Bloc1s5",0.0437497856518458,0.113955052263438,0.0462311646337158,0.0203769543041667,0.00583045157142857
"Bmp1",0.105857046988855,0.252860057630242,0.0328753315428067,0.0148298650941667,0.0256844488012422
"Bmp2",0.0073188846931739,0.0577681916656822,0.00403391464960282,0.00243344893166667,0.126486927819876
"Bmp3",0.0282111053931971,0.0113772050419374,0.00302272823654016,0,0.0902799266770186
"Bmp6",0.000367911063965637,0.00126097907383343,0,0.0024279367,0
"Bmper",0.00445161458300441,0.00596614204784406,0.00481278535745808,0,0.111863005925466
"Bmpr1b",0.00370542348734618,0.00817908405552274,0.0612011327908208,0.0111611041433333,0.0245187014161491
"Bnc2",0.00141809650092872,0.00115202633372711,0,0,0
"Boc",0.00397890769456698,0.00220498208446545,0.0113842612074139,0.00229159509333333,0.0263490139503105
"Bora",0.0040563187060599,0.000624813096278795,0,0,0
"Bpifb4",0.00025400895913629,0.00133042586709982,0,0,0
"Bpifb6",0.000458411352913861,0,0,0,0
"Brca1",0.00314131783758997,0.00311474724158299,0.0289089037775816,0.00466454705833333,0
"Brsk2",0.00579754012340376,0.0100691510933255,0.0752454885180936,0.0129624756425,0.111160797689441
"Bspry",0.000379888881239842,0,0.000692530375992939,0,0
"Btbd19",0.0422470563689343,0.0146036586402835,0.0146224132047661,0.00467668862583333,0
"Btg3",0.0102597381220107,0.0416681930809214,0.0075367212886143,0.00926027582333333,0
"Btk",0.000317815779196657,0.000572960233313644,0.00536604842894969,0.002846205185,0
"Bves",0.000926460876247968,0,0,0,0
"C030037D09Rik",0.0110526905521244,0.0341605479350266,0.00915322798323036,0.01001167459,0
"C1qtnf2",0.00237721290329696,0,0.00161775599470432,0.00204606182083333,0.0155295756708075
"C1qtnf7",0.00407240336034363,0,0,0,0
"C2",0.0030679150655909,0.00444506528883639,0.00803839040335393,0,0.0180964226086956
"C230035I16Rik",0.0075575296287439,0.0257205084873006,0.0038582042956752,0.0063646598975,0
"C3",0.000135038259113072,0,0,0,0
"C330021F23Rik",0.000891869376131878,0.00234632138924985,0,0,0.0180050747391304
"C77080",0.000766269025307639,0.00347183309746013,0.00434103955692851,0,0
"C8g",0.0037276463009055,0.00394995418428824,0.00373010081200353,0,0.0138964041304348
"Cabp5",0.000253439450661714,0.00201092621913763,0,0,0
"Cabyr",0.00223912070698862,0.00144056976786769,0,0,0
"Cachd1",0.0087177974261667,0.00563640866863556,0.0375725680344219,0.002762718715,0.0167259376708074
"Cacna1c",0.274015444612956,0.0672945961653869,0.0736832852294792,0.0274562190658333,0.116236840937888
"Cacna1s",0.00207289259298816,0,0.0127469726672551,0.0031305316,0
"Cacna2d2",0.0578065946451126,0.379687231034849,0.0545567388852604,0.0145223260591667,0.451043704180124
"Cacnb2",0.0766680046524263,0.569226447169522,0.0646015292030009,0.00916769691916667,0.0364760040807453
"Cacng7",0.152487917133155,0.146287264346131,0.506472897368932,0.121860585605,0.154495970329193
"Cage1",0.0038537530983283,0.00321508612640284,0.000443706242718447,0,0
"Calb1",0.0122081433568609,0.217297124276432,0.0172635756390115,0.0076355393725,0.0589325864037267
"Calml4",0.000259557401787787,0.000913356179562906,0,0,0
"Caln1",0.00458495177455305,0.0010204743248671,0.021802388270962,0.00418073474,0.0457878344099379
"Calr3",0.00186158563536104,0.00344354939338452,0.00602211025507502,0,0
"Camk1g",0.0279859830251915,0.0825806461458949,0.0150599308640777,0.00877087997166667,0.00980998449689441
"Capn1",0.00370630669665661,0.00122701971175428,0.0128673004792586,0.0023560084475,0.0175975984099379
"Capn12",0.0110184843847225,0.00533318601831069,0.00266273827007943,0,0
"Capn3",0.00157886017390295,0.00294683575900768,0.00772855680141218,0.00412336045083333,0
