"","GC","PGC","M/TC","OSs","EPL-IN"
"Cyp4f17",0.000213091434757372,0.00151919291080921,0,0.002012791105,0
"Cyp51",0.0853757687901091,0.068354299714117,0.109096076511033,0.0224761829525,0.269656789987578
"Cyp7b1",0.00858574487648015,0.00545828145304194,0.0421157738393645,0.00223873214,0.0640991990434782
"Cyr61",0.00260475431692593,0.00504058382811577,0.000786422909973522,0.0035438897525,0.0289187691677019
"Cys1",0.0142364765067332,0.0318333581364442,0.00530416065578111,0,0
"Cysltr1",0.00208569949129324,0.000958662124040165,0.00522038407149162,0.00236984791333333,0
"Cyth1",0.280744802406431,0.81261786130951,0.111475988396293,0.050657697545,0.0652413023416149
"D030047H15Rik",0.000274139055839331,0,0,0,0
"D130043K22Rik",0.00399291561876016,0.00639763628883639,0.0345027620962048,0,0
"D16Ertd472e",0.00405052320431855,0.0218062336733609,0.00232122257634598,0.00355370797,0
"D430036J16Rik",0.00936093841641514,0.00092948758712345,0.000993210872903795,0,0.0179749556708074
"D430041D05Rik",0.0188804090377293,0.023058461019492,0.0181861499867608,0,0.203579745888199
"D7Ertd443e",0.000766015879150221,0,0,0.00119185630666667,0.0100324404968944
"D930020B18Rik",0.000155810049570467,0,0,0,0
"Dach2",0.00137529938843743,0.00493832009509746,0.00160388890997352,0.00142222791166667,0
"Dand5",0.0601328011931739,0.146616228235086,0.0353016822524272,0.02382853202,0.0164700701490683
"Dapl1",0.00282993851195728,0.00515073351919669,0.00278213325154457,0.0039141477475,0.0158720667453416
"Dbh",0.000214910171929417,0.00150296405611341,0,0,0
"Dbil5",0.00234377845391224,0.00167809604548139,0.000483469909090909,0,0
"Dbp",0.266226007094846,0.630239122815712,0.157560906079435,0.0635311353625,0.0402249924161491
"Dbpht2",0.117915243838867,0.287704435190786,0.0721674519673433,0.0160014617066667,0
"Dcc",0.018354736252612,0.0514926300076787,0.0101017619823477,0.00335526218583333,0
"Dcdc2a",0.0509394882531925,0.199610803773184,0.00700561787643425,0.0335145170466667,0.035972144242236
"Dcdc2b",0.0399962583700952,0.024558808980508,0.0179547640317741,0,0
"Dclk3",0.00221186810935686,0.0135549656290608,0.00309187408561342,0.0045982639825,0
"Dclre1c",0.0161522703785698,0.0109941756721796,0.00540001561429832,0.00184539639916667,0
"Dct",0.000144038917576039,0,0.00247835429037952,0.00238007772833333,0
"Dctd",0.00298919349640121,0.00655135744890727,0.00413605651632833,0.00216890807083333,0.0397713694161491
"Ddc",0.00413144554666821,0.0414272628133491,0.00792561453486319,0.0040373708725,0.014651104378882
"Ddo",0.0087016460761551,0.0252139596414649,0.00861245993115622,0.00445320554166667,0
"Ddx4",0.00276502306280474,0.00179763852923804,0.00295469778287732,0.0015901152325,0.0133599353850932
"Ddx60",0.00216396336487114,0.00110346882161843,0.011263471070609,0.00144289885083333,0.0151602254285714
"Def6",0.00684489166809844,0.0148310790696988,0.00795914915269197,0,0
"Dennd1c",0.00104517695402833,0.00728128642941524,0.00758157229479259,0,0
"Dennd2a",0.0574561934094497,0.12527977200886,0.0213555436699029,0.0135455368183333,0.0334666267329193
"Deptor",0.0306372944048061,0.056927430278795,0.246693018838482,0.0237998711833333,0.127715848807453
"Derl3",0.0038779906100534,0.0114333795020673,0.00698611672197705,0,0
"Des",0.00115466387485489,0,0,0,0
"Dgat2l6",0.0354710706059903,0,0.00606034881376875,0,0
"Dgkg",0.105288020534943,0.221623910994684,0.0476202139947043,0.0120344277241667,0.0133599353850932
"Dgki",0.0398812818341073,0.0178933472043709,0.0105211742250662,0.00233632938416667,0
"Dhcr24",0.0645587931403529,0.0465423698127584,0.498947656509267,0.0468714680558333,0.212469769826087
"Dhfr",0.0108964707812863,0.0285904543177791,0.0135676908420124,0.00571664072,0
"Dhh",0.00139714209995356,0.00197059373833432,0.00149567142188879,0,0.0100324404968944
"Dhrs2",0.000966602100185744,0.000406750157117543,0.00340142553662842,0.002338760795,0
"Dhrs3",0.013343034947179,0.0100147423603071,0.0487457724686673,0.0101242509116667,0.0181892931614907
"Disp2",0.15855418507778,0.263017638800354,0.651304520045013,0.0336415614833333,1.09805400513665
"Dkkl1",0.00543673634722545,0.00313278641228588,0.31355401686143,0.0061425969975,0.068287967621118
"Dleu7",0.0443082878313211,0.0982207875268754,0.0268214303671668,0.0031579796075,0.0171660070621118
"Dlgap2",0.121189825461922,0.0673015941819256,0.029558310070609,0.00397700059916667,0.0133891934968944
"Dlk2",0.0600141743754353,0.0271847521712936,0.0160119723592233,0.00425338394416667,0.0177879031614907
"Dll4",0.0022425376510332,0.00830011900059067,0.00326532125684025,0,0
"Dlx1as",0.0456424983890179,0.0903338214140579,0.00849914641306267,0,0
"Dmc1",0.00670436959008591,0.00201257121736562,0.00337862518270079,0,0
"Dmgdh",0.00028720426967727,0,0,0,0
"Dmkn",0.0065232057927792,0.00409309909568813,0.00223917086142983,0.0458134079866667,0
"Dmrtb1",0.00112918684234966,0.00122271029828706,0.0116071876090026,0,0
"Dnaaf1",0,0.00104788202126403,0,0,0
"Dnaic2",0.00109246314464825,0.00652352065859421,0,0.00192909791166667,0
"Dnajb13",0.0014010038056652,0,0,0.0291087320358333,0
"Dnajc12",0.080236382917576,0.239167108095097,0.0837203435904678,0.0234123343533333,0.0671373883540373
"Dnajc28",0.00767672319340608,0.0200652168369758,0.00685832419417476,0.00428233500166667,0
"Dnali1",0,0.000940197933845245,0,0.00219443269166667,0
"Doc2b",0.00319212629986069,0.00505919769403426,0.00834707790732568,0.0012147328725,0
"Dock1",0.0117013054687718,0.0044365882215003,0.069107052662842,0.00654110319916667,0
"Dock9",0.0169418871447643,0.0253386034270526,0.121070839842012,0.0157566554066667,0.0234253447018633
"Dok2",0.00597958461260738,0.00269444794683993,0.00259649299205649,0,0
"Dok6",0.0136562835524727,0.0101242536166568,0.00552142548984996,0,0
"Dok7",0.00274501018446715,0.00437297517306556,0.0130169424483672,0.00345751659916667,0
"Dot1l",0.229737118452403,0.123124115224454,0.0507724771226831,0.014427796145,0.0673884058385093
"Dpp4",0.00060417868980729,0.00247447535321914,0.00649345958164166,0,0
"Dpt",0.00237180813269097,0.00577417911281748,0.00160388890997352,0,0.0133891934968944
"Dpy19l1",0.14095759129069,0.0208953849852333,0.0716256036725507,0.0264702642941667,0.427676719981366
"Dpyd",0.00221472367517994,0.00312366863201418,0.00677830022506619,0.00197441789416667,0
"Dpys",0.00106081947666589,0.00554001216125221,0.0023949197396293,0.002075892255,0.0161657744409938
"Drd5",0.000622825854539122,0.0112730343118724,0.000775291451897617,0,0.0305290408944099
"Dscc1",0.000642362612259113,0,0.00322734986231245,0,0
"Dse",0.0141059937820989,0.00746106933963379,0.00733228896381289,0,0
"Dsel",0.0224386274921059,0.0158190891872416,0.0319104415736981,0.00347770462833333,0.0677123828757764
"Dsp",0.000507924131181797,0.00053977422976964,0.00441074880935569,0,0
"Dtl",0.00372335851195728,0.00162136404193739,0.0150200278570168,0.00381923550166667,0
"Dtx3l",0.00846925655479452,0.0100654122929711,0.0199796647590468,0.00325646123583333,0
"Dynlrb2",0.00961247470048758,0.00714799574483166,0.0134947918799647,0.2003853770875,0.0164841536086956
"Dynlt1b",0.00328153801462735,0.00790176215475487,0.00295454275728155,0.00203002103416667,0
"Dyrk2",0.000426609461342001,0,0.00354475712180053,0.00124154093666667,0
"Dyrk4",0.000723514210123055,0.000690219086237448,0.00273902423036187,0.0180827138141667,0
"Dysf",0.00187074219131646,0.00158381229238039,0.014911218505737,0,0
"Dyx1c1",0.00362510692372881,0.00881535942055523,0,0.00130482322166667,0
"E030013I19Rik",0.000187511367541212,0,0,0,0
"E130006D01Rik",0.000369644559205944,0,0,0,0
"E130311K13Rik",0.0332936370486417,0.0467027612404016,0.0186403431482789,0.00153148926666667,0.0876929679068323
"E2f1",0.0168392282765266,0.00380245907974011,0.00641389214563107,0.00456060900833333,0
"E2f2",0.000446802170884606,0,0,0,0
"E2f3",0.0101358590787091,0.0180451144790313,0.0361579630714916,0.00236604780833333,0
"E2f8",0,0.00197164474896633,0.00151387260900265,0,0
"Eaf2",0.0053971784390527,0.0135157937731837,0.00156102851015004,0.00208013708083333,0
"Ebf2",0.000218121870443464,0,0.004480847,0.00892213718916667,0
"Ebf3",0.000539701591478988,0.00220877640401654,0.0199806302780229,0.007588830295,0
"Ebi3",0.00229397271070351,0.00282834852923804,0.000770963617828773,0.00124154093666667,0.0145603325962733
"Echdc3",0.00112580828058974,0.00176563982870644,0,0.00348346708416667,0
"Eci3",0.00108905171070351,0.00482937898168931,0.00202951557193292,0.00873803925,0
"Ecm2",0.00247914316287439,0.00265427356822209,0.00763533084995587,0.00134521272,0
"Ecscr",0.00656646220536336,0.00692229081925576,0.0167724457643425,0.00444116026916667,0
"Eda",0.00649193187810541,0.00261272931305375,0.00206122413945278,0,0.0465574871490683
"Edaradd",0.00215335847271883,0.00236456245126993,0.00129556701323919,0,0.0106396185776398
"Edn1",0.00269616124332482,0,0.0147623812135922,0.00224085991916667,0
"Efcab10",0.0180746776772696,0.016661403499114,0.0237631886646072,0.460823726743333,0
"Efcab5",0.00238187477118644,0.00222573923981099,0,0,0
"Efna1",0.0105754705554911,0.0117278043295924,0.0343432628084731,0.00173777186416667,0.010088959689441
"Efna2",0.0312423142494776,0.0658511659444773,0.0120399686345984,0.00433292156083333,0.0121723677018634
"Egf",0.0483999226085442,0.205814020584761,0.0182664492224184,0.00432532700166667,0
"Egfem1",0.00468837309867657,0.0169504021151802,0.0353551418102383,0.0016709052975,0
"Egflam",0.00367634799721384,0.00202550611931483,0.00929774507943513,0,0
"Egr2",0.00677008703204086,0.000979652665682221,0,0.01397965852,0
"Egr3",0.000471732437311354,0,0,0,0
"Ehd2",0.00189950916252612,0,0.00403908006707855,0.00241163988583333,0
"Ehf",0,0.00255576760543414,0,0,0.0186782899068323
"Eif5a2",0.0233547177954493,0.0466281931246308,0.0524269008578994,0.0225010161275,0.139870806944099
"Elavl2",0.0376858929050383,0.115105579602481,0.280392872647838,0.0408149636433333,0.524165930099379
"Elavl4",0.0343227172264918,0.0563831525788541,0.252371064091792,0.0281313209483333,0.0831140030186335
"Elf4",0.00074169222962619,0,0.00257258287378641,0,0
"Elfn1",0.0598180483913397,0.0382952983750738,0.0137183438172992,0.0100836479625,0.118151291062112
"Ell3",0.000176761321105178,0,0,0.000969223596666667,0
"Elmo3",0.00155231980671001,0.00545597955877141,0.00112107228596646,0,0
"Eln",0.0253561556535872,0.0613673774731246,0.0055449349646955,0.00238136642416667,0
"Emb",0.0093807472271883,0.0102345928381571,0.122419653241836,0.00550771623916667,0.0762358364782608
"Eme1",0.000168433832249826,0,0,0,0
"Eml3",0.00625517795333179,0.0153682974370939,0.00728332435392763,0.002003569435,0
"Eml5",0.682287269588809,0.295394024508565,0.173636276234775,0.0485021638783333,0.0946149049503105
"Emp1",0.00457045123496633,0.000945199049025399,0,0,0
"Emp2",0.016228862541212,0.0706701178576492,0.0155903903451015,0.00639438735833333,0.0176634627080745
"Emx1",0.00265136132981193,0.00116631033786178,0.04098457241218,0.00239306635416667,0
"Emx2",0.00296014697051312,0.0045867802014176,0.0523537969638129,0.00663373311916667,0
"Emx2os",0.00473577377107035,0.00460634853514471,0.0244754764836717,0.00341539389333333,0
"Enc1",0.00877073899616903,0.00656041878617838,0.00794628508914387,0.00691856089666667,0.130762104254658
"Endod1",0.0467563652238217,0.0464639752728884,0.153882236615181,0.0208063925441667,0.360995847223602
"Endou",0.00445130244915254,0.00231661703071471,0.0120061532144748,0.004373620705,0
"Enkur",0.00867145628697469,0.00236660941878323,0.00835562564430715,0.0379402465233333,0
"Eno3",0.0114684156805201,0.0232587573756645,0.0261762861112092,0.00783789212333333,0.0934881379751553
"Enpep",0.00131199603285349,0.000619712086828116,0.00949795230538394,0.00246451355083333,0
"Enpp3",0,0,0.0133491628287732,0,0
"Enpp5",0.256743806298352,0.26134777089368,0.637922539558694,0.0416352934358333,1.11160938956522
"Entpd2",0.00642628712386812,0.00502687128529238,0.0249671842850838,0.00992891585166667,0
"Entpd3",0.000831529389017878,0.00500508898287064,0.0475893534271845,0,0.0498490889751553
"Eomes",0.0133345399131646,0.00867293216774956,0.375189044440424,0.023465216165,0.0175048492484472
"Epcam",0.00142176081088925,0.00199723827879504,0.00317606237246249,0.0160332589866667,0.0267060615031056
"Epdr1",0.107208086236592,0.127646244154755,0.186293148467785,0.0150717404666667,0.423875357043478
"Epha1",0.00017473951416299,0.0010829054229179,0.00244708998764342,0,0
"Epha2",0.00180983970814952,0.00155259053396338,0.0338455588075905,0.00224406330416667,0
"Epha6",0.0227497264695844,0.00438928794506793,0.00345630567343336,0.00426254289,0
"Epha8",0.000892416782563269,0.0114761144099232,0.00167813349779347,0,0
"Ephb2",0.00475705663559322,0.00671173180921441,0.00916932815180935,0,0.0475298320310559
"Ephb3",0.00854393537288136,0.0134697578009451,0.00340089297969991,0.00228274215083333,0.0540212099875776
"Ephb4",0.00127693710587416,0.00277074621264028,0.00559591761341571,0.00458043617583333,0.0133891934968944
"Ephx3",0,0,0.00138171968049426,0,0
"Epor",0.0156928482600418,0.00388987217188423,0.000792306343336275,0,0
"Erbb4",0.115447576250639,0.161496748668045,0.042255795576346,0.02756535292,0.386634638
"Erg",0.00185592097097748,0.000664848871825162,0.00476325303883495,0,0.0133891934968944
"Erlin1",0.0273706475846297,0.0123325556609569,0.0246032354801412,0.0102702710283333,0.0917686566459627
"Esm1",0.00742685303076387,0,0,0.00207504634416667,0.0165224269503106
"Etl4",0.125477112046784,0.035008463216775,0.0347243502921447,0.0285549621116667,0.0438337244782609
"Etohi1",0.00228286702194103,0.00428104757649143,0,0,0
"Ets1",0.0119557549360344,0.0108629064010632,0.038066890940865,0.0119175098866667,0
"Ets2",0.00999478259739958,0.0129955598470171,0.0370368577149162,0.003385256665,0
"Etv5",0.104708428911191,0.250565659905493,0.0456350957149162,0.0465701687658333,0.0433670159068323
"Eva1c",0.00656671197492454,0.00907388344772593,0.0062952805984113,0.0020733575575,0.0329142615031056
"Exd1",0.00296162569816578,0.0056098489238039,0.00985259579523389,0,0
"Exoc3l",0.00784297279521709,0.0168960386757236,0.00594953744748455,0,0
"Exoc3l4",0.00108176399431159,0.00197186223922032,0.00428476844483672,0,0
"Eya1",0.0286475623970281,0.00585960410809214,0.00723400345542807,0.00605227492583333,0
"F2r",0.00240414872892965,0.00759695443118724,0.0476276001747573,0.00160872534333333,0.0881751226832298
"F630028O10Rik",0.000996853382400743,0,0.00357197567961165,0.002022920945,0
"F8",0.00514011088042721,0.00521710962669817,0.00449163720564872,0.046484398865,0.0160943643664596
"Fa2h",0.000504761128859995,0.00361583733727112,0.00313595405736981,0,0.0162600542608696
"Fads3",0.00736421634351056,0.00604290031659776,0.0176637582135922,0.00239306635416667,0.0564614668695652
"Fam110c",0,0,0.00237252384642542,0,0
"Fam111a",0.00280717166786626,0.010566840971648,0.000539094100617829,0,0
"Fam114a1",0.00216873357894126,0.00186476696278795,0.00663375124007061,0,0
"Fam124a",0.115964338331553,0.294214594696988,0.0374863728358341,0.00792905995,0
"Fam126a",0.225476349421175,0.0701342940874188,0.0355702543133274,0.0432727654633333,0.0173775686521739
"Fam131c",0.00599788983851869,0.0378226721594802,0.0283870913045013,0.120415696236667,0.0148208706086957
"Fam132a",0.0369935925877641,0.0127745428239811,0.0244629851323919,0.0119543974983333,0.0913331544968944
"Fam132b",0.000209567985024379,0,0.00105800984554281,0,0
"Fam13a",0.0507843695574646,0.118273826978145,0.0235452430238305,0.00946127806916667,0
"Fam151b",0.00653066709380079,0.00268256365564087,0.00394521380494263,0,0
"Fam159b",0.000281372886928256,0,0.0526563597475728,0,0.0143224961863354
"Fam160a1",0.00548235549976782,0.00266632068871825,0.00215596851897617,0,0
"Fam163a",0.0170894127932436,0.0789385494211459,0.0344946523742277,0.00590583780416667,0
"Fam166a",0.00028708878384026,0.00196378862374483,0,0,0
"Fam166b",0.00106235946215463,0,0.00262052718005296,0,0
"Fam178b",0.0038761403489668,0.00618722706261075,0.00554481573786408,0.0362161780991667,0
"Fam179a",0.0103139524684235,0.00201814634967513,0.00237837974757282,0.0024849729675,0
"Fam180a",0.000572583291153936,0.00192497166686356,0.00250111320388349,0,0
"Fam186b",0.00133473489923381,0.00402429638393384,0,0,0
"Fam196a",0.0154591052078013,0.00568137264914353,0.0841270490423654,0.00826518088833333,0
"Fam19a1",0.00274432894671465,0.00123356060543414,0.0161218803009709,0.00381416287083333,0.033574688378882
"Fam19a3",0.000848904607615509,0.00525424342409923,0.0279126607440424,0.004007342225,0
"Fam19a4",0.00119441683166938,0,0.00217831095675199,0,0
"Fam212a",0.0156817803252844,0.0122507729427053,0.0380817335684025,0.0146670047866667,0
"Fam212b",0.0805841893588344,0.192962954081512,0.046372312886143,0.0185733785916667,0.0297017285962733
"Fam213b",0.186789554107615,0.260611697083284,0.227059494043248,1.24238224633,0.220835970236025
"Fam217a",0.00301721365614117,0.00306342559066745,0.00467979232833186,0.0395785954016667,0
"Fam221a",0.0017697031241003,0.000836735215002954,0.000773555349514563,0,0.00937971352173913
"Fam227a",0.0333153072915022,0.0211777490968695,0.0140686886893204,0.000969223596666667,0
"Fam46a",0.00960989408706756,0.0439883044613113,0.0153495115445719,0,0.0160943643664596
"Fam46c",0.000602451007778036,0,0.00503831236981465,0.00240229523833333,0
"Fam49a",0.233988286584746,0.549732477240402,0.207394082902913,0.0447461480858333,0.130762912242236
"Fam69a",0.0431887043966798,0.0518004889444773,0.0658369096328332,0.00708779486416667,0.153329963801242
"Fam71f2",0.000517950250290225,0.000444487088600118,0.00187803085789938,0,0
"Fam83h",0.000224813141862085,0,0.0112518324907326,0,0
"Fam84b",0.00349755075783608,0.0031650243213231,0.0549309868508385,0.0015244970675,0
"Fam89a",0.00143603081924774,0.00420025161606616,0.00189900115445719,0.0213688329933333,0.0115124354347826
"Fam89b",0.00645075838832134,0.0127495533845245,0.00776356661341571,0.0023112722675,0.031951306
"Fam92b",0.0028597834882749,0.00116035476904903,0.00831503488879082,0.0596549912858333,0
"Fancb",0.00263696961806362,0,0.00293128074933804,0,0.0176540053167702
"Far2",0.00412824522962619,0.00787573497223863,0.0370507464827891,0.001309586615,0.0123514431614907
"Fat3",0.107986975554911,0.0737551618653278,0.525903296907326,0.0068723330375,0.267635036770186
"Fat4",0.00378415596064546,0,0.0222067305851721,0,0.0171833287204969
"Fbln7",0.000206852670188066,0.00155541272829297,0.00524601038570168,0.00237366758833333,0
"Fbn2",0.0423150121418621,0.00591679322150029,0.0102222005533981,0.00390267642333333,0
"Fbxl21",0.00347239845623404,0.00805118960129947,0.00352379425684025,0,0
"Fbxl8",0.00841618659414906,0.0272774477660957,0.0071540773733451,0.00233997950916667,0
"Fbxo10",0.0187148786561412,0.0174402991275842,0.0225561329991174,0,0.0515450050993789
"Fbxw10",0.000782603938588345,0.00601059225694034,0.00843493548190644,0,0
"Fcgr1",0.00416310066600882,0.00719482717483757,0.0183384966857899,0.0048722901075,0
"Fcgr2b",0.00857618581205015,0.00996089315888955,0.0219325679541041,0.001955644845,0
"Fcna",0.000247168928604597,0,0,0,0
"Fermt3",0.00547379444091015,0.00402510975251034,0,0.00202843699,0
"Fetub",0.00043476405433016,0.00283294786178382,0.00303953857811121,0.00906711513416666,0
"Fezf2",0.00075072375690736,0.00183227416302422,0.00413806054280671,0.00231953029166667,0.0120662115590062
"Fgd3",0.0171191188777571,0.0688657432693444,0.01012794229391,0.00131464595916667,0
"Fgd6",0.00592411039052705,0.00877513571529829,0.0246785661668138,0.0064515153175,0
"Fgf1",0.017738982042489,0.0245968303496751,0.0207177527917034,0.03551041855,0.146340987875776
"Fgf10",0.0308921325082424,0.0124286594122859,0.00762066841482789,0.00858028133083334,0
"Fgf14",0.0572131452715347,0.162582969401063,0.0248521241676964,0.00586806108416667,0.0162454413354037
"Fgf16",0.0386382404623868,0.0157833867312463,0.00567773980494263,0.00466509676166667,0.014518166310559
"Fgf18",0.000228363241003018,0.00128294530064973,0,0,0
"Fgf7",0.000644032562224286,0.000690219086237448,0.00387868468932039,0,0
"Fgfbp1",0.00205360536846993,0.00111708324158299,0,0,0
"Fgfr4",0.000380938655560715,0.00201343795510927,0.00135411794174757,0,0
"Fgl2",0.00100997277942884,0.001807984998228,0.00124407502030009,0.00235103935833333,0.0155679801304348
"Fhdc1",0.00907340471488275,0.0285609150525694,0.010250405011474,0.00235476304333333,0
"Fhl4",0.00130813837891804,0.000557105814530419,0,0,0.00734945029192546
"Fhod1",0.00116575715741816,0.00229430264205552,0.00152958251721094,0.00139694729083333,0.0134059908509317
"Fibcd1",0.00398188579173439,0.174755653951565,0.0104191083609885,0.00822659514833333,0.291330045242236
"Figf",0.000238641701648479,0,0.00129082321977052,0,0
"Fignl1",0.00527523830369166,0.00447387933136444,0.00027018226831421,0,0
"Fignl2",0.000185916599024843,0.0106485072510337,0.00378506554104148,0,0.0156980512795031
"Filip1",0.00664200831112143,0.009014930751329,0.0577367176557811,0.00224085991916667,0
"Filip1l",0.302815040900627,0.141897624702894,0.0570746337281553,0.0151336909683333,0.0136694910248447
"Fitm2",0.0277952562786162,0.02967102952215,0.126916865868491,0.0072877207525,0.051720870863354
"Fkbp11",0.00499913274111911,0.00991518504784406,0.014518579678729,0,0.0596829794906832
"Fkbp1b",0.0144902279707453,0.0181723658127584,0.13865763878729,0.0155104797,0.0887683431801242
"Fkbp9",0.0267810996322266,0.0278893308038984,0.0270566450353045,0.0284117507908333,0.124891834335404
"Flnc",0.0016852805023218,0,0,0,0
"Flt3",0.00102024181158579,0.00300898204252806,0.047039964298323,0.00212950228833333,0.104177900534161
"Flt3l",0.0111396058826329,0.00328169037625517,0.0255223627193292,0.00146466095,0
"Flt4",0.000555344218713722,0.00434247988363851,0.000716596353927626,0.00203719395916667,0.0121334854906832
"Flywch2",0.161855940270142,0.407580387165387,0.136235819915269,0.0614295830875,0.0584275897826087
"Fmn1",0.00759293539006269,0.0374116513567631,0.0129914234960282,0.00213316304666667,0
"Fmo2",0.00084875164882749,0.00216725228352038,0.000792306343336275,0,0
"Fndc7",0.000359865698281867,0,0,0,0
"Fndc9",0.000951626820989087,0.00104812216125221,0.000773555349514563,0,0.0161873845838509
"Folh1",0.00172982957534247,0.00349094659007679,0.00106260030008826,0,0
"Folr2",0.00173317899013234,0.00157371824571766,0.00202525513592233,0,0.0155551475341615
"Fosb",0.0343740333858835,0.0135656434589486,0.0153988224995587,0.005759098605,0
"Foxd2",0,0,0.0010610173168579,0,0
"Foxf1",0.000359243415022057,0.00385240583106911,0,0,0
"Foxj1",0.0032331900456234,0.0010918644010632,0.0163981056416593,0.0053426361775,0
"Foxn3",0.100611407703738,0.216305892624926,0.0598634535957635,0.0095281546425,0
"Foxp2",0.038731099072208,0.282043844810396,0.0279494320044131,0.0392413766491667,0.207003055652174
"Foxp3",0.00139551244369631,0.00305178872002363,0,0,0
"Frem1",0.000623657152542373,0.00324320735321914,0,0,0
"Frem3",0.000201363612259113,0.000941488396928529,0,0,0
"Frmd3",0.132098219079986,0.0389884112498523,0.0363106002047661,0.0186223012791667,0.017192010136646
"Frmd5",0.0127593542465753,0.0238299824890727,0.0148847664872021,0,0.0478763029875776
"Frrs1",0.00330498633875087,0.00276929445422327,0.00703677752956752,0,0
"Fst",0.0227728549410262,0.00664187290785588,0.162603618305384,0.00226139016083333,0.0176634627080745
"Fstl1",0.0328865813716044,0.0189622008600118,0.0301133540414828,0.0201685342591667,0.126455322298137
"Fstl4",0.0164620187039703,0.0353092538227998,0.145742133525154,0.00566123750083333,0.0962896792111801
"Fstl5",0.148993355102275,0.325272368975783,1.17962926551368,0.052275971975,0.177067930857143
"Fut10",0.00918978485291386,0.00728939562138216,0.0210373518967343,0.0064183991275,0
"Fxn",0.0282913071946831,0.0724909696698169,0.0261170942780229,0.011855925595,0.00812592822360248
"Fxyd7",0.0537537116718133,0.0826885084542233,0.270740494947926,0.0422602391508333,0.100908128832298
"Fzd10",0.00049509841885303,0,0.00252218862224184,0,0
"Fzd4",0.00286534158091479,0.00206865581630242,0.0190738098225949,0,0
"Fzd5",0.00177358090944973,0.00344575681748376,0.00953324457634598,0,0
"Fzd8",0.00235787573055491,0.00326263870289427,0.00452988597528685,0.002229233485,0.0271400571118012
"Fzd9",0.00511069649257023,0.0106191000649734,0.00562599990909091,0.0066618356975,0.110971717813665
"G0s2",0.160413201508358,0.416975332334909,0.0362568628896734,0.0155563595933333,0.058953760795031
"G6pd2",0.000303363102507546,0,0,0,0
"Gaa",0.350294762838403,0.440366680938571,0.74521177800353,0.0444837514508333,1.77938463282609
"Gabbr2",0.0443621899190852,0.0784682826308328,0.0353569831915269,0.0064457650175,0.208744928459627
"Gabra1",0.182151611790806,0.400115209372121,1.75614813737511,0.0716727769891667,1.30541196877019
"Gabra3",0.117013361309844,0.113641798811577,0.514309966889673,0.0280433572783333,0.275667493099379
"Gabra5",0.418080540007314,0.106632373948021,0.0618097431323919,0.0459998488275,0.107066688440994
"Gabrg1",0.028389664282215,0.0621290975339634,0.0305620629761695,0.00647216167833333,0.126851976993789
"Gabrg3",0.0315849700938008,0.0431689939001772,0.0179049072630185,0.00306077366583333,0.104547700987578
"Gadd45a",0.0245691536415138,0.0989242809970467,0.0229584502091792,0.0188142559475,0.0121723677018634
"Gal",0.00505268622196424,0.133597238940933,0.179938158400706,0.00162144895,0.0339718947329192
"Gal3st4",0.000609669032273044,0,0,0,0
"Galm",0.000729218705943813,0,0.00315234174580759,0.00124154093666667,0
"Galnt12",0.000163633271186441,0.0023268189255759,0.0137117632956752,0,0
"Galnt13",0.0551687947593452,0.112331448148848,0.0689519042444837,0.00817472536166667,0.214832757173913
"Galnt14",0.0123928059486882,0.0333672417678677,0.254404434782877,0.00770607259416667,0.0247413330807453
"Galnt16",0.151228879996749,0.0731175549279386,0.0976194561827008,0.020340200045,0.331107665397515
"Galnt2",0.00033804016287439,0.00106829490549321,0,0,0
"Galntl6",0.121850935137683,0.118340565494389,0.321970028315093,0.00525181911333333,0.0680236327453416
"Garem",0.0495892449895519,0.0176342949421146,0.0299741582956752,0.00578738588166667,0
"Gas2l2",0.000286743140352914,0.00157490652096869,0,0,0
"Gas2l3",0.00367816330125377,0.0223546127590077,0.00153947017034422,0.00195422174,0
"Gata2",0.00324846844764337,0.00345979307855877,0.00212841550044131,0.00233390595583333,0.0100324404968944
"Gbp10",0.00043828952635245,0,0,0,0
"Gbp4",0.00166472446296726,0,0.00952258107678729,0,0
"Gbp5",0.00114461859426515,0,0,0,0
"Gca",0.0284810619946599,0.0739949733555818,0.0228585447590468,0.0100587509958333,0.0138964041304348
"Gch1",0.00633732707685164,0.0183561583626698,0.0080039841270962,0,0.0328125305900621
"Gcnt1",0.222122091345136,0.02167834998228,0.0321627101879965,0.0382292005283333,0.0486239306459627
"Gcnt4",0.00200560248165777,0.00382821646958063,0.0111081965939982,0.00229732795083333,0
"Gdf10",0.00294367727536568,0.00419042064678086,0.120874922630185,0,0.0164084122857143
"Gdf11",0.0489006111478988,0.08524638797342,0.283482383759929,0.0359826199791667,0.115221952782609
"Gdf6",0.00202060568284189,0.0102375500679268,0.00202525513592233,0,0
"Gdf9",0.00639898745983283,0.0162045267241583,0.00432478960812003,0.0023775070275,0
"Gdnf",0.00135695429672626,0.000723411858830478,0,0,0
"Gdpd2",0.00236523720780125,0.0023050503213231,0.0122861199894086,0.00225484422,0
"Gem",0.00937235910390062,0.0309567502090963,0.00618475837775816,0.00192909791166667,0
"Gfod1",0.0237445264554214,0.00173833373479031,0.0174849663618711,0.00607383764083333,0
"Gfra2",0.112912362604249,0.0249516896680449,0.0885115303954104,0.0235978704775,0.267097465074534
"Ggn",0,0.00104644406379209,0,0,0
