cell    bio_celltype
Cell1644	Cancer clone B
Cell1645	Ductal - APOL high/hypoxic
Cell1646	T cells & NK cells
Cell1647	Macrophages A
Cell1648	Ductal - terminal ductal like
Cell1649	Ductal - terminal ductal like
Cell165	Mast cells
Cell1650	Ductal - CRISP3 high/centroacinar like
Cell1651	Ductal - terminal ductal like
Cell1652	Tuft cells
Cell1653	Ductal - terminal ductal like
Cell1654	Ductal - CRISP3 high/centroacinar like
Cell1655	mDCs B
Cell1656	Ductal - CRISP3 high/centroacinar like
Cell1657	pDCs
Cell1658	RBCs
Cell1659	Ductal - MHC Class II
Cell166	Ductal - MHC Class II
Cell1660	RBCs
Cell1661	Ductal - MHC Class II
Cell1662	Acinar cells
Cell1663	Ductal - CRISP3 high/centroacinar like
Cell1664	Ductal - APOL high/hypoxic
Cell1665	Ductal - CRISP3 high/centroacinar like
Cell1666	Ductal - CRISP3 high/centroacinar like
Cell1667	Macrophages A
Cell1668	Ductal - MHC Class II
Cell1669	Cancer clone A
Cell167	Ductal - terminal ductal like
Cell1670	Cancer clone A
Cell1671	Cancer clone A
Cell1672	Ductal - CRISP3 high/centroacinar like
Cell1673	Ductal - CRISP3 high/centroacinar like
Cell1674	Ductal - APOL high/hypoxic
Cell1675	Ductal - terminal ductal like
Cell1676	Ductal - terminal ductal like
Cell1677	Ductal - CRISP3 high/centroacinar like
Cell1678	Tuft cells
Cell1679	Ductal - CRISP3 high/centroacinar like
Cell168	Cancer clone A
Cell1680	Ductal - APOL high/hypoxic
Cell1681	Ductal - CRISP3 high/centroacinar like
Cell1682	Ductal - MHC Class II
Cell1683	Ductal - CRISP3 high/centroacinar like
Cell1684	Cancer clone A
Cell1685	Mast cells
Cell1686	Ductal - terminal ductal like
Cell1687	Ductal - MHC Class II
Cell1688	Ductal - CRISP3 high/centroacinar like
Cell1689	Ductal - CRISP3 high/centroacinar like
Cell169	Cancer clone B
Cell1690	Cancer clone A
Cell1691	Ductal - CRISP3 high/centroacinar like
Cell1692	Ductal - terminal ductal like
Cell1693	Ductal - CRISP3 high/centroacinar like
Cell1694	Ductal - CRISP3 high/centroacinar like
Cell1695	Ductal - terminal ductal like
Cell1696	Ductal - MHC Class II
Cell1697	Ductal - MHC Class II
Cell1698	Ductal - MHC Class II
Cell1699	Ductal - CRISP3 high/centroacinar like
Cell17	Ductal - CRISP3 high/centroacinar like
Cell170	Ductal - MHC Class II
Cell1700	Ductal - APOL high/hypoxic
Cell1701	Ductal - CRISP3 high/centroacinar like
Cell1702	Cancer clone B
Cell1703	Ductal - terminal ductal like
Cell1704	Cancer clone B
Cell1705	Ductal - CRISP3 high/centroacinar like
Cell1706	mDCs A
Cell1707	Fibroblasts
Cell1708	Ductal - MHC Class II
Cell1709	Ductal - APOL high/hypoxic
Cell171	Cancer clone B
Cell1710	Ductal - CRISP3 high/centroacinar like
Cell1711	Cancer clone A
Cell1712	Ductal - MHC Class II
Cell1713	Ductal - CRISP3 high/centroacinar like
Cell1714	Ductal - CRISP3 high/centroacinar like
Cell1715	Ductal - CRISP3 high/centroacinar like
Cell1716	Ductal - terminal ductal like
Cell1717	Ductal - terminal ductal like
Cell1718	Ductal - terminal ductal like
Cell1719	Cancer clone A
Cell172	Ductal - CRISP3 high/centroacinar like
Cell1720	Ductal - MHC Class II
Cell1721	Ductal - terminal ductal like
Cell1722	Ductal - MHC Class II
Cell1723	Cancer clone B
Cell1724	Ductal - CRISP3 high/centroacinar like
Cell1725	Cancer clone B
Cell1726	Cancer clone B
Cell1727	Ductal - CRISP3 high/centroacinar like
Cell1728	Cancer clone A
Cell1729	Ductal - terminal ductal like
Cell173	Cancer clone B
Cell1730	Cancer clone B
Cell1731	Ductal - APOL high/hypoxic
Cell1732	Ductal - terminal ductal like
Cell1733	Ductal - CRISP3 high/centroacinar like
Cell1734	Macrophages A
Cell1735	Ductal - CRISP3 high/centroacinar like
Cell1736	Ductal - APOL high/hypoxic
Cell1737	Ductal - terminal ductal like
Cell1738	Ductal - terminal ductal like
Cell1739	Ductal - MHC Class II
Cell174	mDCs B
Cell1740	Ductal - MHC Class II
Cell1741	Ductal - terminal ductal like
Cell1742	Ductal - MHC Class II
Cell1743	Cancer clone B
Cell1744	Ductal - terminal ductal like
Cell1745	Endothelial cells
Cell1746	Endothelial cells
Cell1747	Ductal - CRISP3 high/centroacinar like
Cell1748	Ductal - CRISP3 high/centroacinar like
Cell1749	Ductal - MHC Class II
Cell175	Ductal - MHC Class II
Cell1750	Cancer clone B
Cell1751	Ductal - MHC Class II
Cell1752	Ductal - MHC Class II
Cell1753	Ductal - APOL high/hypoxic
Cell1754	Ductal - CRISP3 high/centroacinar like
Cell1755	Ductal - terminal ductal like
Cell1756	Ductal - CRISP3 high/centroacinar like
Cell1757	Ductal - CRISP3 high/centroacinar like
Cell1758	Ductal - terminal ductal like
Cell1759	Ductal - APOL high/hypoxic
Cell176	Ductal - CRISP3 high/centroacinar like
Cell1760	Ductal - CRISP3 high/centroacinar like
Cell1761	Ductal - APOL high/hypoxic
Cell1762	Ductal - MHC Class II
Cell1763	mDCs A
Cell1764	Mast cells
Cell1765	Ductal - APOL high/hypoxic
Cell1766	Ductal - APOL high/hypoxic
Cell1767	Ductal - CRISP3 high/centroacinar like
Cell1768	Ductal - CRISP3 high/centroacinar like
Cell1769	Ductal - CRISP3 high/centroacinar like
Cell177	Ductal - terminal ductal like
Cell1770	Ductal - MHC Class II
Cell1771	Ductal - terminal ductal like
Cell1772	Ductal - CRISP3 high/centroacinar like
Cell1773	Ductal - MHC Class II
Cell1774	Ductal - terminal ductal like
Cell1775	Ductal - terminal ductal like
Cell1776	Ductal - CRISP3 high/centroacinar like
Cell1777	Ductal - terminal ductal like
Cell1778	Ductal - MHC Class II
Cell1779	Ductal - terminal ductal like
Cell178	Ductal - MHC Class II
Cell1780	Tuft cells
Cell1781	Ductal - CRISP3 high/centroacinar like
Cell1782	pDCs
Cell1783	Ductal - terminal ductal like
Cell1784	Ductal - CRISP3 high/centroacinar like
Cell1785	Ductal - terminal ductal like
Cell1786	Cancer clone B
Cell1787	Ductal - MHC Class II
Cell1788	Ductal - MHC Class II
Cell1789	Ductal - terminal ductal like
Cell179	Ductal - CRISP3 high/centroacinar like
Cell1790	Cancer clone A
Cell1791	Ductal - terminal ductal like
Cell1792	Ductal - CRISP3 high/centroacinar like
Cell1793	Ductal - MHC Class II
Cell1794	Ductal - CRISP3 high/centroacinar like
Cell1795	Ductal - terminal ductal like
Cell1796	Cancer clone B
Cell1797	Ductal - MHC Class II
Cell1798	Ductal - CRISP3 high/centroacinar like
Cell1799	Ductal - CRISP3 high/centroacinar like
Cell18	Ductal - CRISP3 high/centroacinar like
Cell180	Ductal - terminal ductal like
Cell1800	Ductal - MHC Class II
Cell1801	Ductal - terminal ductal like
Cell1802	Ductal - MHC Class II
Cell1803	T cells & NK cells
Cell1804	Ductal - CRISP3 high/centroacinar like
Cell1805	Ductal - APOL high/hypoxic
Cell1806	Ductal - CRISP3 high/centroacinar like
Cell1807	Ductal - terminal ductal like
Cell1808	Ductal - CRISP3 high/centroacinar like
Cell1809	Ductal - CRISP3 high/centroacinar like
Cell181	Ductal - CRISP3 high/centroacinar like
Cell1810	mDCs B
Cell1811	Cancer clone B
Cell1812	Acinar cells
Cell1813	Ductal - MHC Class II
Cell1814	Ductal - CRISP3 high/centroacinar like
Cell1815	mDCs B
Cell1816	mDCs A
Cell1817	Ductal - CRISP3 high/centroacinar like
Cell1818	Cancer clone A
Cell1819	Tuft cells
Cell182	Ductal - APOL high/hypoxic
Cell1820	Ductal - CRISP3 high/centroacinar like
Cell1821	Macrophages A
Cell1822	Ductal - MHC Class II
Cell1823	Ductal - APOL high/hypoxic
Cell1824	Ductal - APOL high/hypoxic
Cell1825	Ductal - APOL high/hypoxic
Cell1826	Ductal - MHC Class II
Cell1827	Ductal - CRISP3 high/centroacinar like
Cell1828	Cancer clone A
Cell1829	Ductal - CRISP3 high/centroacinar like
Cell183	Ductal - CRISP3 high/centroacinar like
Cell1830	Ductal - CRISP3 high/centroacinar like
Cell1831	mDCs B
Cell1832	Ductal - CRISP3 high/centroacinar like
Cell1833	Ductal - APOL high/hypoxic
Cell1834	Cancer clone B
Cell1835	Ductal - MHC Class II
Cell1836	Ductal - terminal ductal like
Cell1837	Cancer clone B
Cell1838	Cancer clone B
Cell1839	Ductal - CRISP3 high/centroacinar like
Cell184	Ductal - MHC Class II
Cell1840	Ductal - CRISP3 high/centroacinar like
Cell1841	Ductal - MHC Class II
Cell1842	Ductal - terminal ductal like
Cell1843	Endocrine cells
Cell1844	Macrophages B
Cell1845	Tuft cells
Cell1846	pDCs
Cell1847	Cancer clone B
Cell1848	T cells & NK cells
Cell1849	Ductal - terminal ductal like
Cell185	Ductal - CRISP3 high/centroacinar like
Cell1850	Ductal - terminal ductal like
Cell1851	T cells & NK cells
Cell1852	Ductal - APOL high/hypoxic
Cell1853	mDCs A
Cell1854	Ductal - CRISP3 high/centroacinar like
Cell1855	Macrophages B
Cell1856	Ductal - MHC Class II
Cell1857	Ductal - APOL high/hypoxic
Cell1858	T cells & NK cells
Cell1859	Monocytes
Cell186	Ductal - APOL high/hypoxic
Cell1860	Ductal - APOL high/hypoxic
Cell1861	Cancer clone A
Cell1862	Cancer clone B
Cell1863	Ductal - MHC Class II
Cell1864	Ductal - APOL high/hypoxic
Cell1865	Cancer clone B
Cell1866	RBCs
Cell1867	Ductal - terminal ductal like
Cell1868	Cancer clone A
Cell1869	Ductal - MHC Class II
Cell187	Ductal - CRISP3 high/centroacinar like
Cell1870	Ductal - CRISP3 high/centroacinar like
Cell1871	Ductal - CRISP3 high/centroacinar like
Cell1872	Cancer clone B
Cell1873	Cancer clone B
Cell1874	Ductal - MHC Class II
Cell1875	T cells & NK cells
Cell1876	Ductal - CRISP3 high/centroacinar like
Cell1877	mDCs B
Cell1878	Cancer clone B
Cell1879	Ductal - terminal ductal like
Cell188	Cancer clone B
Cell1880	Tuft cells
Cell1881	Ductal - MHC Class II
Cell1882	Ductal - APOL high/hypoxic
Cell1883	Endothelial cells
Cell1884	Ductal - terminal ductal like
Cell1885	Ductal - terminal ductal like
Cell1886	Ductal - terminal ductal like
Cell1887	Monocytes
Cell1888	Tuft cells
Cell1889	Cancer clone A
Cell189	Ductal - APOL high/hypoxic
Cell1890	Cancer clone A
Cell1891	Ductal - MHC Class II
Cell1892	Tuft cells
Cell1893	Ductal - CRISP3 high/centroacinar like
Cell1894	Ductal - MHC Class II
Cell1895	T cells & NK cells
Cell1896	Ductal - CRISP3 high/centroacinar like
Cell1897	Ductal - terminal ductal like
Cell1898	Ductal - terminal ductal like
Cell1899	Ductal - terminal ductal like
Cell19	Cancer clone A
Cell190	pDCs
Cell1900	Ductal - CRISP3 high/centroacinar like
Cell1901	Ductal - CRISP3 high/centroacinar like
Cell1902	Ductal - MHC Class II
Cell1903	mDCs A
Cell1904	Ductal - CRISP3 high/centroacinar like
Cell1905	Ductal - CRISP3 high/centroacinar like
Cell1906	Ductal - APOL high/hypoxic
Cell1907	Cancer clone B
Cell1908	T cells & NK cells
Cell1909	Ductal - APOL high/hypoxic
Cell191	Ductal - CRISP3 high/centroacinar like
Cell1910	Ductal - MHC Class II
Cell1911	Ductal - CRISP3 high/centroacinar like
Cell1912	Ductal - MHC Class II
Cell1913	Tuft cells
Cell1914	T cells & NK cells
Cell1915	Ductal - terminal ductal like
Cell1916	Cancer clone B
Cell1917	Ductal - MHC Class II
Cell1918	Ductal - CRISP3 high/centroacinar like
Cell1919	Ductal - CRISP3 high/centroacinar like
Cell192	Cancer clone B
Cell1920	Ductal - terminal ductal like
Cell1921	Ductal - MHC Class II
Cell1922	T cells & NK cells
Cell1923	Acinar cells
Cell1924	Ductal - terminal ductal like
Cell1925	pDCs
Cell1926	RBCs
Cell193	Ductal - terminal ductal like
Cell194	Ductal - terminal ductal like
Cell195	Ductal - terminal ductal like
Cell196	Ductal - APOL high/hypoxic
Cell197	Cancer clone B
Cell198	Ductal - CRISP3 high/centroacinar like
Cell199	Ductal - terminal ductal like
Cell2	Ductal - terminal ductal like
Cell20	Ductal - MHC Class II
Cell200	Ductal - terminal ductal like
Cell201	Ductal - CRISP3 high/centroacinar like
Cell202	Ductal - CRISP3 high/centroacinar like
Cell203	Tuft cells
Cell204	Ductal - terminal ductal like
Cell205	Ductal - MHC Class II
Cell206	Ductal - APOL high/hypoxic
Cell207	Ductal - CRISP3 high/centroacinar like
Cell208	Cancer clone A
Cell209	Macrophages B
Cell21	Cancer clone B
Cell210	Ductal - terminal ductal like
Cell211	Ductal - APOL high/hypoxic
Cell212	Tuft cells
Cell213	Ductal - MHC Class II
Cell214	Macrophages B
Cell215	Ductal - terminal ductal like
Cell216	Ductal - APOL high/hypoxic
Cell217	Ductal - terminal ductal like
Cell218	Ductal - CRISP3 high/centroacinar like
Cell219	Ductal - CRISP3 high/centroacinar like
Cell22	Ductal - terminal ductal like
Cell220	Ductal - CRISP3 high/centroacinar like
Cell221	Cancer clone A
Cell222	Ductal - CRISP3 high/centroacinar like
Cell223	Macrophages B
Cell224	Cancer clone A
Cell225	Ductal - APOL high/hypoxic
Cell226	Ductal - APOL high/hypoxic
Cell227	Ductal - CRISP3 high/centroacinar like
Cell228	T cells & NK cells
Cell229	Ductal - CRISP3 high/centroacinar like
Cell23	Ductal - CRISP3 high/centroacinar like
Cell230	Ductal - APOL high/hypoxic
Cell231	Ductal - CRISP3 high/centroacinar like
Cell232	Ductal - MHC Class II
Cell233	Ductal - CRISP3 high/centroacinar like
Cell234	Cancer clone B
Cell235	Ductal - APOL high/hypoxic
Cell236	Ductal - MHC Class II
Cell237	Ductal - CRISP3 high/centroacinar like
Cell238	Ductal - MHC Class II
Cell239	Ductal - CRISP3 high/centroacinar like
Cell24	Ductal - MHC Class II
Cell240	Ductal - APOL high/hypoxic
Cell241	Ductal - CRISP3 high/centroacinar like
Cell242	Ductal - terminal ductal like
Cell243	Ductal - APOL high/hypoxic
Cell244	Ductal - CRISP3 high/centroacinar like
Cell245	Ductal - APOL high/hypoxic
Cell246	Ductal - CRISP3 high/centroacinar like
Cell247	Cancer clone A
Cell248	Cancer clone B
Cell249	Ductal - CRISP3 high/centroacinar like
Cell25	Ductal - terminal ductal like
Cell250	Ductal - CRISP3 high/centroacinar like
Cell251	Ductal - CRISP3 high/centroacinar like
Cell252	Tuft cells
Cell253	Ductal - APOL high/hypoxic
Cell254	Ductal - MHC Class II
Cell255	pDCs
Cell256	Ductal - MHC Class II
Cell257	Cancer clone B
Cell258	Ductal - terminal ductal like
Cell259	Ductal - APOL high/hypoxic
Cell26	Cancer clone B
Cell260	Ductal - MHC Class II
Cell261	Ductal - APOL high/hypoxic
Cell262	Ductal - APOL high/hypoxic
Cell263	Endothelial cells
Cell264	Ductal - MHC Class II
Cell265	Ductal - terminal ductal like
Cell266	Cancer clone B
Cell267	Ductal - CRISP3 high/centroacinar like
Cell268	Ductal - terminal ductal like
Cell269	Ductal - APOL high/hypoxic
Cell27	Ductal - CRISP3 high/centroacinar like
Cell270	Ductal - MHC Class II
Cell271	Ductal - CRISP3 high/centroacinar like
Cell272	Ductal - MHC Class II
Cell273	Ductal - CRISP3 high/centroacinar like
Cell274	Macrophages B
Cell275	Ductal - terminal ductal like
Cell276	Cancer clone B
Cell277	Ductal - MHC Class II
Cell278	Ductal - CRISP3 high/centroacinar like
Cell279	Ductal - MHC Class II
Cell28	mDCs A
Cell280	pDCs
Cell281	Ductal - MHC Class II
Cell282	Macrophages B
Cell283	Ductal - terminal ductal like
Cell284	Cancer clone A
Cell285	Ductal - CRISP3 high/centroacinar like
Cell286	Ductal - MHC Class II
Cell287	Ductal - CRISP3 high/centroacinar like
Cell288	Tuft cells
Cell289	Ductal - MHC Class II
Cell29	Ductal - APOL high/hypoxic
Cell290	Ductal - CRISP3 high/centroacinar like
Cell291	Cancer clone A
Cell292	Ductal - MHC Class II
Cell293	Ductal - CRISP3 high/centroacinar like
Cell294	mDCs A
Cell295	T cells & NK cells
Cell296	Ductal - APOL high/hypoxic
Cell297	Ductal - terminal ductal like
Cell298	Ductal - terminal ductal like
Cell299	Ductal - CRISP3 high/centroacinar like
Cell3	Ductal - terminal ductal like
Cell30	Ductal - APOL high/hypoxic
Cell300	Ductal - CRISP3 high/centroacinar like
Cell301	Ductal - CRISP3 high/centroacinar like
Cell302	Ductal - CRISP3 high/centroacinar like
Cell303	Cancer clone B
Cell304	Ductal - CRISP3 high/centroacinar like
Cell305	Ductal - CRISP3 high/centroacinar like
Cell306	Tuft cells
Cell307	Ductal - CRISP3 high/centroacinar like
Cell308	Ductal - CRISP3 high/centroacinar like
Cell309	Ductal - terminal ductal like
Cell31	Cancer clone B
Cell310	Ductal - CRISP3 high/centroacinar like
Cell311	Ductal - CRISP3 high/centroacinar like
Cell312	Ductal - MHC Class II
Cell313	Cancer clone B
Cell314	Cancer clone A
Cell315	Ductal - terminal ductal like
Cell316	Macrophages A
Cell317	Ductal - MHC Class II
Cell318	Ductal - CRISP3 high/centroacinar like
Cell319	Ductal - MHC Class II
Cell32	Ductal - terminal ductal like
Cell320	Ductal - MHC Class II
Cell321	Monocytes
Cell322	Ductal - terminal ductal like
Cell323	Ductal - APOL high/hypoxic
Cell324	T cells & NK cells
Cell325	Ductal - CRISP3 high/centroacinar like
Cell326	Ductal - APOL high/hypoxic
Cell327	Ductal - terminal ductal like
Cell328	mDCs B
Cell329	T cells & NK cells
Cell33	Ductal - CRISP3 high/centroacinar like
Cell330	Ductal - CRISP3 high/centroacinar like
Cell331	T cells & NK cells
Cell332	Cancer clone A
Cell333	Ductal - APOL high/hypoxic
Cell334	Cancer clone B
Cell335	Ductal - terminal ductal like
Cell336	Ductal - terminal ductal like
Cell337	Cancer clone B
Cell338	Cancer clone A
Cell339	Ductal - APOL high/hypoxic
Cell34	Cancer clone B
Cell340	Ductal - APOL high/hypoxic
Cell341	Ductal - CRISP3 high/centroacinar like
Cell342	Ductal - MHC Class II
Cell343	T cells & NK cells
Cell344	Cancer clone B
Cell345	T cells & NK cells
Cell346	Ductal - APOL high/hypoxic
Cell347	Ductal - APOL high/hypoxic
Cell348	Cancer clone A
Cell349	Ductal - MHC Class II
Cell35	Ductal - terminal ductal like
Cell350	Ductal - CRISP3 high/centroacinar like
Cell351	Ductal - CRISP3 high/centroacinar like
Cell352	Ductal - MHC Class II
Cell353	Ductal - CRISP3 high/centroacinar like
Cell354	Ductal - APOL high/hypoxic
Cell355	RBCs
Cell356	Ductal - terminal ductal like
Cell357	Ductal - terminal ductal like
Cell358	T cells & NK cells
Cell359	Ductal - terminal ductal like
Cell36	Ductal - APOL high/hypoxic
Cell360	Monocytes
Cell361	Ductal - CRISP3 high/centroacinar like
Cell362	Ductal - APOL high/hypoxic
Cell363	Ductal - CRISP3 high/centroacinar like
Cell364	Cancer clone A
Cell365	pDCs
Cell366	Cancer clone B
Cell367	Monocytes
Cell368	Ductal - MHC Class II
Cell369	Ductal - terminal ductal like
Cell37	Cancer clone B
Cell370	Ductal - terminal ductal like
Cell371	Ductal - CRISP3 high/centroacinar like
Cell372	RBCs
Cell373	RBCs
Cell374	Ductal - CRISP3 high/centroacinar like
Cell375	Cancer clone A
Cell376	Cancer clone A
Cell377	Ductal - terminal ductal like
Cell378	Ductal - CRISP3 high/centroacinar like
Cell379	Cancer clone B
Cell38	Ductal - CRISP3 high/centroacinar like
Cell380	Cancer clone A
Cell381	Ductal - terminal ductal like
Cell382	Cancer clone B
Cell383	Ductal - MHC Class II
Cell384	Cancer clone A
Cell385	Ductal - CRISP3 high/centroacinar like
Cell386	Ductal - CRISP3 high/centroacinar like
Cell387	Ductal - CRISP3 high/centroacinar like
Cell388	Ductal - terminal ductal like
Cell389	Ductal - APOL high/hypoxic
Cell39	Cancer clone A
Cell390	Ductal - APOL high/hypoxic
Cell391	Cancer clone A
Cell392	Cancer clone A
Cell393	Ductal - CRISP3 high/centroacinar like
Cell394	Ductal - terminal ductal like
Cell395	Ductal - MHC Class II
Cell396	Cancer clone B
Cell397	Ductal - terminal ductal like
Cell398	Cancer clone A
Cell399	Ductal - CRISP3 high/centroacinar like
Cell4	Ductal - CRISP3 high/centroacinar like
Cell40	Cancer clone A
Cell400	Macrophages A
Cell401	Ductal - CRISP3 high/centroacinar like
Cell402	Ductal - APOL high/hypoxic
Cell403	Ductal - MHC Class II
Cell404	Ductal - terminal ductal like
Cell405	Ductal - CRISP3 high/centroacinar like
Cell406	Ductal - terminal ductal like
Cell407	Ductal - APOL high/hypoxic
Cell408	Ductal - APOL high/hypoxic
Cell409	Ductal - CRISP3 high/centroacinar like
Cell41	Cancer clone B
Cell410	Ductal - CRISP3 high/centroacinar like
Cell411	Ductal - CRISP3 high/centroacinar like
Cell412	Ductal - CRISP3 high/centroacinar like
Cell413	Cancer clone B
Cell414	Cancer clone B
Cell415	Ductal - CRISP3 high/centroacinar like
Cell416	Cancer clone B
Cell417	Ductal - MHC Class II
Cell418	Ductal - CRISP3 high/centroacinar like
Cell419	Ductal - APOL high/hypoxic
Cell42	Ductal - CRISP3 high/centroacinar like
Cell420	Cancer clone B
Cell421	Ductal - APOL high/hypoxic
Cell422	Ductal - MHC Class II
Cell423	Ductal - MHC Class II
Cell424	Cancer clone B
Cell425	Ductal - CRISP3 high/centroacinar like
Cell426	Ductal - CRISP3 high/centroacinar like
Cell427	Ductal - CRISP3 high/centroacinar like
Cell428	Ductal - CRISP3 high/centroacinar like
Cell429	Ductal - CRISP3 high/centroacinar like
Cell43	mDCs A
Cell430	Ductal - CRISP3 high/centroacinar like
Cell431	Ductal - CRISP3 high/centroacinar like
Cell432	Ductal - MHC Class II
Cell433	Ductal - terminal ductal like
Cell434	Ductal - CRISP3 high/centroacinar like
Cell435	Ductal - CRISP3 high/centroacinar like
Cell436	Cancer clone A
Cell437	Ductal - APOL high/hypoxic
Cell438	Cancer clone B
Cell439	Ductal - MHC Class II
Cell44	Tuft cells
Cell440	Ductal - CRISP3 high/centroacinar like
Cell441	Ductal - CRISP3 high/centroacinar like
Cell442	Cancer clone A
Cell443	Ductal - CRISP3 high/centroacinar like
Cell444	Cancer clone B
Cell445	Ductal - MHC Class II
Cell446	Mast cells
Cell447	Ductal - MHC Class II
Cell448	Ductal - MHC Class II
Cell449	Ductal - terminal ductal like
Cell45	mDCs B
Cell450	Ductal - terminal ductal like
Cell451	Ductal - MHC Class II
Cell452	Ductal - CRISP3 high/centroacinar like
Cell453	Ductal - MHC Class II
Cell454	Ductal - CRISP3 high/centroacinar like
Cell455	Cancer clone A
Cell456	Ductal - CRISP3 high/centroacinar like
Cell457	Ductal - MHC Class II
Cell458	Ductal - terminal ductal like
Cell459	Ductal - CRISP3 high/centroacinar like
Cell46	Ductal - CRISP3 high/centroacinar like
Cell460	Ductal - APOL high/hypoxic
Cell461	Ductal - MHC Class II
Cell462	Ductal - CRISP3 high/centroacinar like
Cell463	Ductal - CRISP3 high/centroacinar like
Cell464	Ductal - CRISP3 high/centroacinar like
Cell465	Cancer clone A
Cell466	Ductal - MHC Class II
Cell467	Ductal - MHC Class II
Cell468	Ductal - CRISP3 high/centroacinar like
Cell469	Ductal - CRISP3 high/centroacinar like
Cell47	Ductal - APOL high/hypoxic
Cell470	Ductal - CRISP3 high/centroacinar like
Cell471	Ductal - CRISP3 high/centroacinar like
Cell472	Ductal - terminal ductal like
Cell473	Ductal - APOL high/hypoxic
Cell474	Ductal - terminal ductal like
Cell475	Ductal - MHC Class II
Cell476	Tuft cells
Cell477	Macrophages B
Cell478	Ductal - CRISP3 high/centroacinar like
Cell479	Ductal - terminal ductal like
Cell48	Ductal - MHC Class II
Cell480	Ductal - CRISP3 high/centroacinar like
Cell481	Cancer clone A
Cell482	Ductal - CRISP3 high/centroacinar like
Cell483	Ductal - CRISP3 high/centroacinar like
Cell484	Cancer clone A
Cell485	Ductal - terminal ductal like
Cell486	Cancer clone A
Cell487	Ductal - MHC Class II
Cell488	Cancer clone A
Cell489	Ductal - CRISP3 high/centroacinar like
Cell49	Ductal - CRISP3 high/centroacinar like
Cell490	Cancer clone A
Cell491	Ductal - CRISP3 high/centroacinar like
Cell492	Ductal - CRISP3 high/centroacinar like
Cell493	Ductal - APOL high/hypoxic
Cell494	Ductal - CRISP3 high/centroacinar like
Cell495	Ductal - MHC Class II
Cell496	Ductal - terminal ductal like
Cell497	Ductal - CRISP3 high/centroacinar like
Cell498	Ductal - MHC Class II
Cell499	Ductal - APOL high/hypoxic
Cell5	Cancer clone A
Cell50	Ductal - terminal ductal like
Cell500	Cancer clone B
Cell501	Cancer clone B
Cell502	Ductal - terminal ductal like
Cell503	Ductal - terminal ductal like
Cell504	Mast cells
Cell505	Cancer clone A
Cell506	Ductal - CRISP3 high/centroacinar like
Cell507	Ductal - CRISP3 high/centroacinar like
Cell508	Ductal - terminal ductal like
Cell509	Ductal - terminal ductal like
Cell51	Cancer clone A
Cell510	Cancer clone B
Cell511	Ductal - CRISP3 high/centroacinar like
Cell512	Ductal - terminal ductal like
Cell513	Ductal - CRISP3 high/centroacinar like
Cell514	Cancer clone B
Cell515	Ductal - APOL high/hypoxic
Cell516	Ductal - CRISP3 high/centroacinar like
Cell517	Ductal - MHC Class II
Cell518	Cancer clone B
Cell519	Ductal - terminal ductal like
Cell52	Ductal - CRISP3 high/centroacinar like
Cell520	Ductal - APOL high/hypoxic
Cell521	Ductal - CRISP3 high/centroacinar like
Cell522	Ductal - APOL high/hypoxic
Cell523	Ductal - CRISP3 high/centroacinar like
Cell524	Ductal - MHC Class II
Cell525	Ductal - terminal ductal like
Cell526	Ductal - CRISP3 high/centroacinar like
Cell527	Ductal - CRISP3 high/centroacinar like
Cell528	Ductal - terminal ductal like
Cell529	Ductal - APOL high/hypoxic
Cell53	Ductal - CRISP3 high/centroacinar like
Cell530	Cancer clone B
Cell531	Ductal - terminal ductal like
Cell532	Ductal - CRISP3 high/centroacinar like
Cell533	Ductal - CRISP3 high/centroacinar like
Cell534	Ductal - CRISP3 high/centroacinar like
Cell535	Ductal - terminal ductal like
Cell536	Ductal - APOL high/hypoxic
Cell537	Ductal - CRISP3 high/centroacinar like
Cell538	Ductal - CRISP3 high/centroacinar like
Cell539	Ductal - MHC Class II
Cell54	Ductal - terminal ductal like
Cell540	Ductal - terminal ductal like
Cell541	Cancer clone A
Cell542	Cancer clone B
Cell543	Cancer clone B
Cell544	mDCs A
Cell545	Ductal - APOL high/hypoxic
Cell546	Ductal - terminal ductal like
Cell547	Ductal - CRISP3 high/centroacinar like
Cell548	Ductal - terminal ductal like
Cell549	Ductal - MHC Class II
Cell55	Cancer clone A
Cell550	Ductal - MHC Class II
Cell551	Ductal - MHC Class II
Cell552	Ductal - CRISP3 high/centroacinar like
Cell553	Ductal - terminal ductal like
Cell554	Ductal - terminal ductal like
Cell555	Ductal - MHC Class II
Cell556	Ductal - CRISP3 high/centroacinar like
Cell557	Ductal - APOL high/hypoxic
Cell558	Ductal - terminal ductal like
Cell559	Ductal - MHC Class II
Cell56	Ductal - APOL high/hypoxic
Cell560	Ductal - MHC Class II
Cell561	Cancer clone B
Cell562	Ductal - APOL high/hypoxic
Cell563	Ductal - CRISP3 high/centroacinar like
Cell564	Ductal - terminal ductal like
Cell565	Ductal - terminal ductal like
Cell566	Ductal - MHC Class II
Cell567	Cancer clone A
Cell568	Ductal - APOL high/hypoxic
Cell569	Ductal - terminal ductal like
Cell57	Ductal - APOL high/hypoxic
Cell570	Tuft cells
Cell571	Cancer clone A
Cell572	Ductal - APOL high/hypoxic
Cell573	Tuft cells
Cell574	Ductal - MHC Class II
Cell575	Ductal - terminal ductal like
Cell576	Tuft cells
Cell577	Ductal - CRISP3 high/centroacinar like
